Heading,Link,Summary
Novel drug may allow dogs to live longer,http://timesofindia.indiatimes.com/home/science/Novel-drug-may-allow-dogs-to-live-longer/articleshow/55152143.cms,"LONDON: In a good news for dog lovers, scientists have identified a drug that may allow your canine friends to live significantly longer by delaying the onset of heart failure by an average of 15 months."
Tuning the brain with light or sound waves reduces pain,http://timesofindia.indiatimes.com/home/science/Tuning-the-brain-with-light-or-sound-waves-reduces-pain/articleshow/55221949.cms,"NEW DELHI: Stimulating the brain with certain kinds of light and sound can alleviate pain, new research at the University of Manchester has revealed. Scientists used light flashes and sound of a particular frequency on volunteers suffering from heat induced pain. The feeling of pain was reported to have gone down."
Nasa's most powerful space telescope completed,http://timesofindia.indiatimes.com/home/science/Nasas-most-powerful-space-telescope-completed/articleshow/55221412.cms,"WASHINGTON: Nasa has successfully completed building its largest space telescope, which will be 100 times more powerful than the Hubble probe and may find the first galaxies that formed in the early universe."
Nasa space telescopes reveal a brown dwarf,http://timesofindia.indiatimes.com/home/science/Nasa-space-telescopes-reveal-a-brown-dwarf/articleshow/55366689.cms,"WASHINGTON: In a first-of-its-kind collaboration, Nasa's Spitzer and Swift space telescopes joined forces to reveal a brown dwarf - thought to be the missing link between planets and stars, with masses up to 80 times that of our solar system's most massive planet, Jupiter."
"US, Russian, Japanese astronauts return from International Space Station",http://timesofindia.indiatimes.com/home/science/US-Russian-Japanese-astronauts-return-from-International-Space-Station/articleshow/55138014.cms,"ASTANA: Three astronauts landed safely in Kazakhstan Sunday following a 115-day mission aboard the the International Space Station, including US astronaut Kate Rubins, the first person to sequence DNA in space."
NASA probe spots possible clouds on Pluto,http://timesofindia.indiatimes.com/home/science/NASA-probe-spots-possible-clouds-on-Pluto/articleshow/54938739.cms,"WASHINGTON: NASA's New Horizons space probe has spotted possible clouds hovering over Pluto, indicating that the weather on the icy dwarf planet is more complex than thought."
European Space Agency says Mars probe may have exploded,http://timesofindia.indiatimes.com/home/science/European-Space-Agency-says-Mars-probe-may-have-exploded/articleshow/54985223.cms,"BERLIN: Europe's experimental Mars probe hit the right spot — but at the wrong speed — likely ending up in a fiery ball of rocket fuel when it struck the surface at high speed, scientists said on Friday."
China launches pulsar navigation satellite,http://timesofindia.indiatimes.com/home/science/China-launches-pulsar-navigation-satellite/articleshow/55347062.cms,BEIJING: China on Thursday launched a navigation satellite which will conduct in-orbit experiments using pulsar detectors to demonstrate new technologies.
NASA satellites break Guinness World Record,http://timesofindia.indiatimes.com/home/science/NASA-satellites-break-Guinness-World-Record/articleshow/55260137.cms,"WASHINGTON: NASA's Magnetospheric Multiscale mission (MMS) has set the Guinness World Record for highest altitude fix of a GPS signal, at 70,000 kilometres above the surface of the Earth."
India’s share in global social science research less than 2%: Study,http://timesofindia.indiatimes.com/home/science/Indias-share-in-global-social-science-research-less-than-2-Study/articleshow/55303144.cms,NEW DELHI: A comprehensive study of social science research has found that India has mere a 1.6% global share in the 16.6 lakh articles published in reputed journals worldwide in the period between 2009-14.
Does baby powder cause cancer? Another jury says yes,http://timesofindia.indiatimes.com/home/science/Does-baby-powder-cause-cancer-Another-jury-says-yes/articleshow/55142337.cms,"TRENTON, N.J: For the third time, Johnson & Johnson has been hit with a multimillion-dollar jury verdict over whether the talc in its iconic baby powder causes ovarian cancer when applied regularly for feminine hygiene."
"Women catching up with men in consumption of alcohol, study finds",http://timesofindia.indiatimes.com/home/science/Women-catching-up-with-men-in-consumption-of-alcohol-study-finds/articleshow/55045031.cms,"Women are now drinking so much that they have almost as big an alcohol problem as men, according to a review of studies around the world."
Scientists discover elixir of youth - for mice - and begin tests on humans,http://timesofindia.indiatimes.com/home/science/Scientists-discover-elixir-of-youth-for-mice-and-begin-tests-on-humans/articleshow/55107207.cms,"Scientists in the US claim to have discovered a natural compound found in avocado, broccoli and cucumber that has ""remarkable anti-ageing effects in mice"" - and could also work on humans."
New safer gene therapy may reduce cancer risk: Study,http://timesofindia.indiatimes.com/home/science/New-safer-gene-therapy-may-reduce-cancer-risk-Study/articleshow/55276978.cms,WASHINGTON: Scientists have developed a new safer gene therapy that may reduce the risk of cancer and can be used for many blood diseases.
"Novel way to develop better, faster, stronger heart cells",http://timesofindia.indiatimes.com/home/science/Novel-way-to-develop-better-faster-stronger-heart-cells/articleshow/55372547.cms,"NEW YORK: In a major breakthrough, a team of researchers, including one of Indian origin, has identified two chemicals that can help develop heart cells that can beat harder, faster and stronger, bringing technology one step closer to regenerating damaged hearts."
Anxious wait for news of Europe's Mars lander's fate,http://timesofindia.indiatimes.com/home/science/Anxious-wait-for-news-of-Mars-landers-fate/articleshow/54949618.cms,"DARMSTADT: Ground controllers waited anxiously for news on Thursday on the status of a tiny European craft which touched down on Mars as part of a daring quest for life on the Red Planet, but may not have survived the impact."
Heat sensing molecules trigger springtime flowering in plants,http://timesofindia.indiatimes.com/home/science/Heat-sensing-molecules-trigger-springtime-flowering-in-plants/articleshow/55115132.cms,"NEW DELHI: How do plants know when to start growing leaves or flowers after winter is over? Scientists have found that there are 'thermometer' molecule that enables plants to develop according to seasonal temperature changes. As nights get warmer, these sensors throw genetic switches that kick off growth."
Water detected on metallic asteroid Psyche,http://timesofindia.indiatimes.com/home/science/Water-detected-on-metallic-asteroid-Psyche/articleshow/55289301.cms,"WASHINGTON: Scientists have detected the presence of water on Psyche, the largest metallic asteroid in our solar system and the target of a proposed NASA mission."
Heart attack or Heartburn: How you can find out,http://timesofindia.indiatimes.com/home/science/Heart-attack-or-Heartburn-How-you-can-find-out/articleshow/55273330.cms,"NEW DELHI: With heart diseases being one of the major causes of death in India, it is perhaps not surprising that most people presume any pain in the chest area to be an attack."
Chinese doctors use 3D printer for skull surgery: Report,http://timesofindia.indiatimes.com/home/science/Chinese-doctors-use-3D-printer-for-skull-surgery-Report/articleshow/55312426.cms,BEIJING: Chinese doctors have successfully replaced a section of a woman cancer patient's forehead with a 3D-printed part.
Nasa to establish virtual institute for small spacecraft systems,http://timesofindia.indiatimes.com/home/science/Nasa-to-establish-virtual-institute-for-small-spacecraft-systems/articleshow/54997833.cms,WASHINGTON: Nasa said it will establish a virtual institute to advance the field of small spacecraft systems at its Ames Research Center in the heart of Silicon Valley early in 2017.
Scientists working on solution to deal with Drones Threats,http://timesofindia.indiatimes.com/home/science/Scientists-working-on-solution-to-deal-with-Drones-Threats/articleshow/55357740.cms,"BENGALURU: The threat perception is real. Late in 2015, the Intelligence Bureau (IB) had issued alerts of drone attacks in Delhi. Last month, Mumbai airport was put on high alert after a pilot spotted an unmanned aerial vehicle (UAV), popularly called drone."
Nasa growing lettuce in space,http://timesofindia.indiatimes.com/home/science/Nasa-growing-lettuce-in-space/articleshow/55070107.cms,WASHINGTON: Nasa has planted lettuce on the International Space Station (ISS) to learn how to grow fresh food in space - which may help prepare astronauts for the future manned mission to Mars.
"Soon, fossilised algae to power electric cars",http://timesofindia.indiatimes.com/home/science/Soon-fossilised-algae-to-power-electric-cars/articleshow/55015169.cms,"LOS ANGELES: Scientists are developing inexpensive, energy-efficient lithium-ion batteries for electric vehicles by using silicon-based anodes made from the fossilised remains of single-celled algae called diatoms."
Mystery of Bermuda Triangle may finally be solved,http://timesofindia.indiatimes.com/home/science/Mystery-of-Bermuda-Triangle-may-finally-be-solved/articleshow/54980928.cms,WASHINGTON: Strange clouds forming above the Bermuda Triangle could explain why dozens of ships and planes have mysteriously vanished in the notorious patch of sea.
Telescope in Maharashtra tracks spacecraft's Mars landing,http://timesofindia.indiatimes.com/home/science/Telescope-in-Maharashtra-tracks-spacecrafts-Mars-landing/articleshow/54961035.cms,"PUNE: In a major achievement, the Giant Metre-wave Radio Telescope (GMRT) at Khodad in Pune tracked the landing of a European Space Agency's spacecraft on a Mars mission, an official said on Thursday."
UK develops device capable of diagnosing bacterial infections,http://timesofindia.indiatimes.com/home/science/UK-develops-device-capable-of-diagnosing-bacterial-infections/articleshow/55038401.cms,"LONDON: Students from the University of Sheffield in the UK are building a device capable of quickly diagnosing bacterial infections, which could help doctors improve the way they prescribe treatment for patients."
Human cell structure has cosmic connection with neutron stars: Study,http://timesofindia.indiatimes.com/home/science/Human-cell-structure-has-cosmic-connection-with-neutron-stars-Study/articleshow/55206007.cms,"LOS ANGELES: Humans may be more aligned with the universe than thought, say scientists who found that the structures of our cell cytoplasm and neutron stars are similar, both resembling helical multistory parking garages."
Method to control 'hot' electrons comes a step closer,http://timesofindia.indiatimes.com/home/science/Method-to-control-hot-electrons-comes-a-step-closer/articleshow/54656638.cms,"LONDON: In a promising step towards being able to manipulate and control the behaviour of high energy, or 'hot', electrons, scientists have, for the first time, identified a method of visualising the quantum behaviour of electrons on a surface."
'About 80% population above 65 years of age suffers from osteoarthritis',http://timesofindia.indiatimes.com/home/science/About-80-population-above-65-years-of-age-suffers-from-osteoarthritis/articleshow/54800089.cms,"CHANDIGARH: What we normally identify as 'joint pain' is most commonly diagnosed to be arthritis, and it could be any of the over 100 kinds of arthritis that are known. Of these, however, osteoarthritis is the commonest and manifests itself around 50 years of age, said Dr Anil Abrol, Consultant - Rheumatology, Fortis Hospital Mohali. Talking about the commonality of the ailment on the eve of World Arthritis Day (October 12), Dr Abrol said, ""About 80% population above 65 years of age suffers from osteoarthritis. And 2/3rd of people with arthritis are younger than 65. Roughly, 22-39% Indians are affected by it and it's more commonly seen in women, than men. Moreover, the problem is more commonly found in those who are obese and thus, lifestyle has inadvertently led to an increase in those suffering from the painful condition."""
ISRO centres set for PSLV-C36 launch in November,http://timesofindia.indiatimes.com/home/science/ISRO-centres-set-for-PSLV-C36-launch-in-November/articleshow/54613552.cms,"THIRUVANANTHAPURAM: Four days after the successful launch of PSLV-C35 rocket, ISRO centres here are now focussed on the upcoming launch of PSLV-C36 in November. It also offers an opportunity for the student winners of Inter-School quiz on Oct 1 as part of the World Space Week, to witness the launch at Sriharikota. Adding to their excitement, the students will be hosted by ISRO chairman AS Kiran Kumar."
British scientists on verge of HIV cure: Report,http://timesofindia.indiatimes.com/home/science/British-scientists-on-verge-of-HIV-cure-Report/articleshow/54642403.cms,"LONDON: British scientists are on the verge of confirming a treatment for HIV, an incurable virus that leads to deadly AIDS disease, if a new treatment trial proves successful, a media report claimed on Sunday."
IVF may reduce birth defects for women above 40: Study,http://timesofindia.indiatimes.com/home/science/IVF-may-reduce-birth-defects-for-women-above-40-Study/articleshow/54894198.cms,"SYDNEY: Babies born to women aged 40 and over from assisted reproduction technologies are likely to have fewer birth defects compared with those from women who conceive naturally at the same age, new research has found."
Government looks to press ahead with GM mustard,http://timesofindia.indiatimes.com/home/science/Government-looks-to-press-ahead-with-GM-mustard/articleshow/54822353.cms,"NEW DELHI: The government will be guided by scientific evidence and ""larger interests"" of consumers and farmers in deciding commercial use of GM mustard even as it works to narrow the gap between opponents and supporters of the genetically engineered crops."
Nasa's Curiosity rover begins exploring new Mars destinations,http://timesofindia.indiatimes.com/home/science/Nasas-Curiosity-rover-begins-exploring-new-Mars-destinations/articleshow/54672841.cms,"WASHINGTON: Nasa's Curiosity Mars rover is driving towards new uphill destinations to further study ancient, water-rich environments and potential for life on the red planet."
Elite athletes 'can think far better' than normal people when under stress,http://timesofindia.indiatimes.com/home/science/Elite-athletes-can-think-far-better-than-normal-people-when-under-stress/articleshow/54909729.cms,"Top athletes can think better and more quickly than normal people, according to new research. It might be presumed that the chief skill of athletes is their physical performance. But they were 20 per cent better at remembering things and thought 10 per cent more quickly when placed under pressure."
Isro's GSAT-18 launched successfully on board Ariane-5 from Kourou,http://timesofindia.indiatimes.com/home/science/Isros-GSAT-18-launched-successfully-on-board-Ariane-5-from-Kourou/articleshow/54685057.cms,BENGALURU: India's latest communication satellite GSAT-18 was on Thursday successfully launched by a heavy duty rocket of Arianespace from the spaceport of Kourou in French Guiana.
Antibiotic-resistance making kidney infections more deadly,http://timesofindia.indiatimes.com/home/science/Antibiotic-resistance-making-kidney-infections-more-deadly/articleshow/54691593.cms,"NEW YORK: Medication-resistant bacteria are making it more difficult to treat a common but severe kidney infection, says a study."
Nanoparticle jabs may help treat arthritis: Study,http://timesofindia.indiatimes.com/home/science/Nanoparticle-jabs-may-help-treat-arthritis-Study/articleshow/54571991.cms,"WASHINGTON: Injecting nanoparticles into a joint immediately after an injury may suppress inflammation, reduce destruction of cartilage and lower the risk for osteoarthritis, a new study in mice suggests."
"Now, a single vaccine for all flu",http://timesofindia.indiatimes.com/home/science/Now-a-single-vaccine-for-all-flu/articleshow/54624217.cms,LONDON: A new generation of universal flu vaccines has been designed to protect against the future global pandemics that could potentially kill millions of people.
IAF faces longer wait for own satellite as Isro yet to get nod,http://timesofindia.indiatimes.com/home/science/IAF-faces-longer-wait-for-own-satellite-as-Isro-yet-to-get-nod/articleshow/54686760.cms,BENGALURU: The Indian Air Force (IAF)'s decision to equip itself with a satellite based information gathering system as part of its 'network centric warfare' (NCW) programme will have to wait as the Indian Space Research Organisation (Isro) is yet to get an approval for it.
China launches longest manned space mission,http://timesofindia.indiatimes.com/home/science/China-launches-longest-manned-space-mission/articleshow/54889238.cms,"BEIJING: China launched its longest manned space mission on Monday, sending two astronauts into orbit to spend a month aboard an space laboratory that is part of a broader plan to have a permanent manned space station in service around 2022."
How ecstasy could save your marriage,http://timesofindia.indiatimes.com/home/science/How-ecstasy-could-save-your-marriage/articleshow/54766401.cms,"MDMA has long been known to increase empathy in users and allow them to discuss difficult issues without pain. Kashmira Gander finds that experts increasingly believe this could make it a perfect aid to relationship counselling. Relationship partners who take MDMA together enter a ""bubble"" where they feel free to express their deepest emotions, and the illicit drug could be used for therapy within 10 years, an expert told The Independent."
Orbital ATK resupply mission launches to space station,http://timesofindia.indiatimes.com/home/science/Orbital-ATK-resupply-mission-launches-to-space-station/articleshow/54912733.cms,WASHINGTON: US aerospace firm Orbital ATK launched its sixth resupply mission carrying NASA cargo to the International Space Station (ISS) using an upgraded Antares rocket almost two years after its predecessor exploded on lift-off.
Poor sleep may impair facial recognition,http://timesofindia.indiatimes.com/home/science/Poor-sleep-may-impair-facial-recognition/articleshow/54766026.cms,"MELBOURNE: Lack of proper sleep may impact the accuracy of facial identification, according to a new study which could have important implications for those working in security or forensic settings."
SCATSAT-1 is a global mission: ISRO,http://timesofindia.indiatimes.com/home/science/SCATSAT-1-is-a-global-mission-ISRO/articleshow/54548972.cms,"CHENNAI: The SCATSAT-1 satellite launched by India for detection of cyclone and weather forecasting was a global mission and its services would be utilised by American space agency NASA and European Space Agency EUMETSAT, ISRO said on Tuesday."
Children inherit intelligence from mothers: Study,http://timesofindia.indiatimes.com/home/science/Children-inherit-intelligence-from-mothers-Study/articleshow/54723236.cms,"WASHINGTON: Mother's genes may determine how clever the children will be, whereas the father makes no difference to their intelligence levels, a new research suggests."
New material to make computers 100 times more power efficient,http://timesofindia.indiatimes.com/home/science/New-material-to-make-computers-100-times-more-power-efficient/articleshow/54694108.cms,"NEW YORK: Researchers including one of Indian-origin have engineered a material that could lead to a new generation of computing devices, packing in more computing power while consuming nearly 100 times less energy thant today's electronics require."
"Apes think far more like humans than previously believed, study finds",http://timesofindia.indiatimes.com/home/science/Apes-think-far-more-like-humans-than-previously-believed-study-finds/articleshow/54784119.cms,"Kinds of understanding that were thought to exist only in humans might also be shared by apes, according to new research."
The flyway code: Why birds never collide in the skies,http://timesofindia.indiatimes.com/home/science/The-flyway-code-Why-birds-never-collide-in-the-skies/articleshow/54638444.cms,"Scientists may have discovered why birds never seem to crash into one another - they appear to always veer to the right. Just like cars drive on the right of the road in France or the US to avoid collisions, budgerigars were found to turn the same way when they find they are on a collision course. Discovering the ""basic rules"" of safe flying that have evolved in birds over millions of years could help program drones to avoid collisions as the skies become more crowded."
Human life span cannot be extended any more: Study,http://timesofindia.indiatimes.com/home/science/Human-life-span-cannot-be-extended-any-more-Study/articleshow/54712070.cms,"NEW DELHI: The peak of human life span has already been reached and instead of wasting resources trying to extend life, research should concentrate on extending health span, the duration of old age spent in good health, says a new study published online in Nature."
Paralysed man feels through robotic fingers in world-first breakthrough,http://timesofindia.indiatimes.com/home/science/Paralysed-man-feels-through-robotic-fingers-in-world-first-breakthrough/articleshow/54844079.cms,"A 28-year-old man left paralysed after a car accident has been able to feel as though he was touching something with his fingers after a robotic arm was connected directly to his brain in a world-first breakthrough. Nathan Copeland, who was injured after crashing his car on a rainy night in Pennsylvania when he was just 18, spoke of experiencing a ""really weird sensation"" as he touches things. He said it felt like ""my fingers"" were being touched or pushed."
NASA probe tests thrusters on journey to asteroid Bennu,http://timesofindia.indiatimes.com/home/science/NASA-probe-tests-thrusters-on-journey-to-asteroid-Bennu/articleshow/54778050.cms,"WASHINGTON: NASA has successfully manoeuvred its spacecraft on way towards asteroid Bennu, fine-tuning its trajectory to reach and bring back dust samples from the asteroid that may impact Earth in the future."
Nasa's Opportunity Mars rover to explore fluid-carved gully,http://timesofindia.indiatimes.com/home/science/Nasas-Opportunity-Mars-rover-to-explore-fluid-carved-gully/articleshow/54757302.cms,"NEW YORK: In a first for a Mars rover, the Opportunity probe will drive down a gully carved long ago by a fluid that might have been water, according to the latest plans for the 12-year-old mission, Nasa said."
Depression during pregnancy affects mental health of children,http://timesofindia.indiatimes.com/home/science/Depression-during-pregnancy-affects-mental-health-of-children/articleshow/54629962.cms,"LONDON: Depression during pregnancy increases the risk of behavioural and emotional problems in children, suggests a new finding."
Thailand OKs abortion in case of Zika-related birth defects,http://timesofindia.indiatimes.com/home/science/Thailand-OKs-abortion-in-case-of-Zika-related-birth-defects/articleshow/54713795.cms,"BANGKOK: Predominantly Buddhist Thailand will relax its strict rules against abortion to cover fetuses with proven birth defects linked to the Zika virus, health officials said on Thursday, doubling to 24 weeks a deadline for the procedure."
How people type on computer keboard may help treat Parkinson's,http://timesofindia.indiatimes.com/home/science/How-people-type-on-computer-keboard-may-help-treat-Parkinsons/articleshow/54714266.cms,"BOSTON: Performing ordinary tasks such as typing emails or updating Facebook status may help treat Parkinson's disease, thanks to scientists who have developed a new monitoring technique to evaluate the patient's symptoms as they interact with a computer keyboard at home."
Longer yawns may mean bigger brains: Study,http://timesofindia.indiatimes.com/home/science/Longer-yawns-may-mean-bigger-brains-Study/articleshow/54781690.cms,"NEW YORK: A longer yawn may correlate to a bigger brain size, according to a new study which also found that the animals with bigger brain are more variable in the length of their yawns."
'Chinese scientists control cotton disease with gene tech',http://timesofindia.indiatimes.com/home/science/Chinese-scientists-control-cotton-disease-with-gene-tech/articleshow/54671205.cms,"BEIJING: China, the largest cotton producers in the world, has made a breakthrough in controlling a major disease of cotton plants using gene technology, media report said today."
"Man boobs, panic and diarrhoea: The embarrassing side effects of the 'Superman supplements'",http://timesofindia.indiatimes.com/home/science/Man-boobs-panic-and-diarrhoea-The-embarrassing-side-effects-of-the-Superman-supplements/articleshow/54547896.cms,"They're the supermarket supplements that men hope can turn them into Superman. Tales abound on internet bodybuilding chatrooms and men's health forums about wonder supplements that can improve everything from their sexual prowess to exercise stamina. Millions of men take dietary supplements daily, despite a groundbreaking 2013 US study finding them to be unnecessary. But some could be even worse than pointless - they could be causing everything from diarrhea to panic attacks. Here is what you need to know about some of the most popular supplements marketed towards men."
Nasa's 'electric bandage' to speed up wound healing,http://timesofindia.indiatimes.com/home/science/Nasas-electric-bandage-to-speed-up-wound-healing/articleshow/54781697.cms,WASHINGTON: Nasa has developed a new high-tech material that uses electricity to significantly promote healing of injured wounds.
Calcium supplements may damage your heart: Study,http://timesofindia.indiatimes.com/home/science/Calcium-supplements-may-damage-your-heart-Study/articleshow/54808568.cms,"WASHINGTON: Taking calcium in the form of supplements may raise the risk of plaque buildup in arteries and heart damage, although a diet high in calcium-rich foods appears to be protective, scientists have found."
"Your insulin, hepatitis B vaccine may get cheaper",http://timesofindia.indiatimes.com/home/science/Your-insulin-hepatitis-B-vaccine-may-get-cheaper/articleshow/54874681.cms,"CHANDIGARH: Scientists at the Institute of Microbial Technology (IMTECH), Chandigarh, have for the first time in India developed indigenous technology to produce protein-based medicines like insulin, streptokinase (clot buster) and the hepatitis B vaccine. They are expecting that this will bring down the cost of these medicines by three to four times."
Lab-grown stem cells regenerate monkey hearts: Study,http://timesofindia.indiatimes.com/home/science/Lab-grown-stem-cells-regenerate-monkey-hearts-Study/articleshow/54784711.cms,"PARIS: In a step forward for organ regeneration, stem cells grown from a single monkey's skin cells revitalised the damaged hearts of five sick macaques, scientists reported on Monday."
New herbal drug developed by CSIR promises better management of diabetes,http://timesofindia.indiatimes.com/home/science/New-herbal-drug-developed-by-CSIR-promises-better-management-of-diabetes/articleshow/54549527.cms,"Scientists at the Centre for Scientific and Industrial Research awarded yesterday for developing BGR-34, an Ayurvedic anti-diabetic drug. Speaking to TOI, Dr AKS Rawat, senior principal scientist CSIR, said that the drug has been found to be successful in controlling blood sugar."
