Heading,Link,Summary,Date
"IIT Guwahati Day 1 placements sees student bag 138 offers, Oracle offering highest package",http://economictimes.indiatimes.com/jobs/iit-guwahati-day-1-placements-sees-student-bag-138-offers-oracle-offering-highest-package/articleshow/55743371.cms,"The biggest recruiters in terms of number of offers on Day 1 are Samsung, EXL Services, Microsoft, Goldman Sachs, Oracle and VMWare","Dec 2, 2016, 10:54 AM IST"
Tata JLR to create thousands of jobs in UK,http://economictimes.indiatimes.com/jobs/tata-jlr-to-create-thousands-of-jobs-in-uk/articleshow/55624488.cms,JLR chief executive Ralf Speth indicated that the company was keen to bring the research and development and production of the electric car.,"Nov 25, 2016, 09:12 PM IST"
Talent crunch leading firms to 'boomerang employees': Experts,http://economictimes.indiatimes.com/jobs/talent-crunch-leading-firms-to-boomerang-employees-experts/articleshow/55647906.cms,Organisations have realised that many of their employees left which may not have been related to the interest levels in either the employer organisation or the role.,"Nov 27, 2016, 01:05 PM IST"
5 ways to promote knowledge sharing at the workplace,http://economictimes.indiatimes.com/jobs/5-ways-to-promote-knowledge-sharing-at-the-workplace/articleshow/55614829.cms,An important way to foster an environment where knowledge is shared is to make sure the necessary resources are available.,"Nov 25, 2016, 11:59 AM IST"
Sachin Tendulkar urges MNCs to start employing sportsman,http://economictimes.indiatimes.com/jobs/sachin-tendulkar-urges-mncs-to-start-employing-sportsman/articleshow/55653151.cms,"I think one change which has taken place in Mumbai Cricket, is not for good, which I am not so pleased about, is the job recruitments, said Sachin Tendulkar.","Nov 27, 2016, 09:14 PM IST"
GST to spur double-digit growth in hiring across sectors: Report,http://economictimes.indiatimes.com/jobs/gst-to-spur-double-digit-growth-in-hiring-across-sectors-report/articleshow/55669581.cms,HR services provider TeamLease said that GST would not only have a positive impact on the ease of doing business but also propel formal job creation.,"Nov 28, 2016, 07:40 PM IST"
My first year at work: Leader may not be the smartest,http://economictimes.indiatimes.com/jobs/my-first-year-at-work-leader-may-not-be-the-smartest/articleshow/55615016.cms,I worked on an emerging markets index that comprised of local currency bonds in Africa. We made a great index with huge expected returns.,"Nov 25, 2016, 12:09 PM IST"
"Telecom, allied sectors prefer to hire most from Delhi: PeopleStrong",http://economictimes.indiatimes.com/jobs/telecom-allied-sectors-prefer-to-hire-most-from-delhi-peoplestrong/articleshow/55616713.cms,The survey showed that the preferred age group for hiring in telecom and allied sectors is 22 to 25 years which shows a clear inclination towards young candidates.,"Nov 25, 2016, 01:40 PM IST"
Digital India: Telecom skills group sees surge in job opportunities,http://economictimes.indiatimes.com/jobs/telecom-sector-likely-to-create-12-million-jobs-in-five-years/articleshow/55609722.cms,The ongoing Digital India programme including Smart City and Make in India initiatives are likely to help the telecom sector create 11 to 12 million job opportunities in the next five years.,"Nov 25, 2016, 01:25 AM IST"
More PSUs line up at IITs for placements,http://economictimes.indiatimes.com/jobs/more-psus-line-up-at-iits-for-placements/articleshow/55648251.cms,"At IIT-Kharagpur, the country's oldest IIT, the number of PSUs confirming participation has gone up from four last year to 13 this year. Some of the big names include Indian Oil, HPCL, BPCL, and BEL.","Nov 27, 2016, 01:32 PM IST"
Railways to provide some work under MGNREGA,http://economictimes.indiatimes.com/jobs/railways-to-provide-some-work-under-mgnrega/articleshow/55623626.cms,Tasks taken under the MGNREGA include construction and maintenance of approach roads for level crossings.,"Nov 25, 2016, 08:23 PM IST"
Citi Foundation to invest Rs 13 crore to boost job prospects,http://economictimes.indiatimes.com/jobs/citi-foundation-to-invest-rs-13-crore-to-boost-job-prospects/articleshow/55574687.cms,"As per the programme, the money will be invested to increase the employability and entrepreneurship opportunities of 13,000 low income youth.","Nov 23, 2016, 10:13 AM IST"
Make in India helped creating more mobile manufacturing jobs: Study,http://economictimes.indiatimes.com/jobs/make-in-india-helped-creating-more-mobile-manufacturing-jobs-study/articleshow/55550934.cms,"The ‘Make in India’ initiative has helped increase the number of mobile phone manufacturing units in the country to 50 from just two in 2014, IIM Bangalore professor Chirantan Chatterjee said.","Nov 22, 2016, 01:00 AM IST"
India one of the few countries globally to see an increase in recruiting budgets: Study,http://economictimes.indiatimes.com/jobs/india-one-of-the-few-countries-globally-to-see-an-increase-in-recruiting-budgets-study/articleshow/55544597.cms,"To build a stronger employer brand, talent leaders rely on websites and social professional networks platforms to generate awareness amongst prospective candidates.","Nov 21, 2016, 06:52 PM IST"
Number of students choosing deferred placements goes up at IIT Madras,http://economictimes.indiatimes.com/jobs/number-of-students-choosing-deferred-placements-goes-up-at-iit-madras/articleshow/55557844.cms,"""Several of our students have opted out of the placement process for higher studies and some want to startup on their own,"" he said.","Nov 22, 2016, 02:47 PM IST"
Hiring activity down by 8% in October: Survey,http://economictimes.indiatimes.com/jobs/hiring-activity-down-by-8-in-october-survey/articleshow/55561857.cms,"Delhi NCR, Mumbai and Bengaluru saw jobs decline year-on-year by 17 per cent, 35 per cent and six per cent, respectively, in the last month.","Nov 22, 2016, 05:02 PM IST"
Global corporates pushing women to the top of hierarchy through training programmes,http://economictimes.indiatimes.com/jobs/global-corporates-pushing-women-to-the-top-of-hierarchy-through-training-programmes/articleshow/55551027.cms,A recent research study by YSC finds that women become more ambitious once they reach a certain level of seniority.,"Nov 22, 2016, 01:03 AM IST"
"1,36,000 jobs in salesforce cloud here",http://economictimes.indiatimes.com/jobs/136000-jobs-in-salesforce-cloud-here/articleshow/55576421.cms,"​The report, which was sponsored by Salesforce, added that they will also create more than 3,51,000 in the supply and distribution chain serving its customers in India.","Nov 23, 2016, 12:02 PM IST"
Five ways to dress well for work,http://economictimes.indiatimes.com/jobs/five-ways-to-dress-well-for-work/articleshow/55551068.cms,Here are five ways suggested by experts by which you can make sure you’re always dressed well for work…,"Nov 22, 2016, 01:07 AM IST"
Tata Trusts to hire freshers to work for Maha publicity dept,http://economictimes.indiatimes.com/jobs/tata-trusts-to-hire-freshers-to-work-for-maha-publicity-dept/articleshow/55547693.cms,Directorate General of Information and Public Relations (DGIPR) will soon induct a batch of 25 fresh graduates to assist it in writing news and handling social media.,"Nov 21, 2016, 10:07 PM IST"
"GST rollout to create more jobs in auto, logistics",http://economictimes.indiatimes.com/jobs/gst-rollout-to-create-more-jobs-in-auto-logistics/articleshow/55559564.cms,"A new study by staffing firm TeamLease Services called `The GST Bill and Jobs' looks at the impact of the new, single-tax system on job creation.","Nov 22, 2016, 12:49 PM IST"
India to see 10 per cent salary increase in 2017: Survey,http://economictimes.indiatimes.com/jobs/india-to-see-10-per-cent-salary-increase-in-2017-survey/articleshow/55433015.cms,"""If that pattern continues in 2017, Indian employees could see a single digit salary increase for the first time since 2011,"" the report said.","Nov 15, 2016, 01:38 PM IST"
"My first year at work: Most of the fun we had was after work, says Amit Singh, Co-founder, Shuttl",http://economictimes.indiatimes.com/jobs/my-first-year-at-work-most-of-the-fun-we-had-was-after-work-says-amit-singh-co-founder-shuttl/articleshow/55453063.cms,Most of the fun we had was after work as the entire group of management trainees who joined together would go out whenever possible.,"Nov 16, 2016, 01:20 AM IST"
Five ways to prevent burnout among employees,http://economictimes.indiatimes.com/jobs/five-ways-to-prevent-burnout-among-employees/articleshow/55424117.cms,"Employees have their own aspirations, ambitions and values. ""Communication is the first building block to demonstrating empathy,"" says Aditya Narayan Mishra, CEO, CIEL HR Services.","Nov 15, 2016, 12:57 AM IST"
"Despite ban lift, only 5 PSUs at IIT placements",http://economictimes.indiatimes.com/jobs/despite-ban-lift-only-5-psus-at-iit-placements/articleshow/55429825.cms,"With fewer startups visiting the premier IITs during campus placement this year, many were banking on public sector undertakings for jobs.","Nov 15, 2016, 11:03 AM IST"
Indian auto industry aims to create 6.5 crore jobs in next ten years,http://economictimes.indiatimes.com/jobs/indian-auto-industry-aims-to-create-6-5-crore-jobs-in-next-ten-years/articleshow/55464212.cms,"The Indian automobile sector aims to contribute over 12 percent to the gross domestic product of the country, Kenichi Ayukawa, MD & CEO of Maruti Suzuki India said.","Nov 16, 2016, 11:46 PM IST"
Flipkart won't go to IIM and IIT campuses in upcoming placement season,http://economictimes.indiatimes.com/jobs/flipkart-wont-go-to-iim-and-iit-campuses-in-upcoming-placement-season/articleshow/55423623.cms,The decision of the ecommerce firm comes after a season when it faced flak for postponing the joining date for the batch it recruited.,"Nov 15, 2016, 07:05 AM IST"
Tesco Bengaluru overhauls policy; extends maternity leave to 22 weeks,http://economictimes.indiatimes.com/jobs/tesco-bengaluru-overhauls-policy-extends-maternity-leave-to-22-weeks/articleshow/55437769.cms,"The company’s initiative to alter its existing policy is aimed at ensuring wellness for both mother and child, leading to a healthy and productive work.","Nov 15, 2016, 06:11 PM IST"
"Enhanced maternity, paternity policy at nascent stage: Survey",http://economictimes.indiatimes.com/jobs/enhanced-maternity-paternity-policy-at-nascent-stage-survey/articleshow/55459036.cms,"Interestingly, around 48.79 per cent respondents agree that paternity leave policy benefits would be just another form of 'paid leaves' to male employees.","Nov 16, 2016, 06:55 PM IST"
"Workplace stress alert: 60% of employees plan to quit jobs soon, says a survey",http://economictimes.indiatimes.com/jobs/workplace-stress-alert-60-per-cent-employees-plan-to-quit-jobs-soon-says-a-survey/articleshow/55433307.cms,"Every working professional- regardless of age, experience, gender and profile has felt the pressure of work-related stress at some point in their career.","Nov 15, 2016, 01:54 PM IST"
"Mercedes Benz to hire 1,000 engineers for R&D in India",http://economictimes.indiatimes.com/jobs/mercedes-benz-to-hire-1000-engineers-for-rd-in-india/articleshow/55480223.cms,"The Indian research team is currently undertaking important assignments to develop safety features in Mercedes-Benz vehicles, he said on the sidelines of Safe Roads roadshow in city.","Nov 17, 2016, 08:34 PM IST"
"For the first time in almost a decade, Google to give placements a miss at most IITs",http://economictimes.indiatimes.com/jobs/for-the-first-time-in-almost-a-decade-google-to-give-placements-a-miss-at-most-iits/articleshow/55321681.cms,"""There was an internal decision taken by the company to go the offcampus route. Most of the IITs agreed to this. But Delhi and Bombay have different processes in place,"" said an IIT Delhi official.","Nov 9, 2016, 01:31 AM IST"
"Firms extending pre-assessment tests for middle, senior levels hiring too",http://economictimes.indiatimes.com/jobs/firms-extending-pre-assessment-tests-for-middle-senior-levels-hiring-too/articleshow/55353875.cms,"The survey noted that 42 percent of companies use these tests only for entry level roles, while 30 percent use them for middle management roles and 15 percent for senior roles.","Nov 10, 2016, 05:53 PM IST"
"India's hiring activity falls 2% in October, thanks to Diwali",http://economictimes.indiatimes.com/jobs/indias-hiring-activity-falls-2-in-october-thanks-to-diwali/articleshow/55309378.cms,"Financial accounting was the top hiring sector of the month with 19 percent rise in hiring activity, while hiring for content professionals, editors and journalists saw 13 percent rise","Nov 8, 2016, 02:13 PM IST"
"Don't panic: Job scene won’t be hit soon, says HR consulting firms",http://economictimes.indiatimes.com/jobs/dont-panic-job-scene-wont-be-hit-soon-says-hr-consulting-firms/articleshow/55341808.cms,"As one of his main election planks in the run-up to the polls, Trump has been vocal about bringing back jobs from such countries as India, China and Mexico.","Nov 10, 2016, 01:21 AM IST"
Content and Media professionals in demand amid an otherwise slow hiring period: Survey,http://economictimes.indiatimes.com/jobs/content-and-media-professionals-in-demand-amid-an-otherwise-slow-hiring-period-survey/articleshow/55308378.cms,He added that the rise in demand for professionals in financial accounts and tax consultancies is also a sign of companies preparing for the year ending.,"Nov 8, 2016, 12:51 PM IST"
Hiring by top-4 Indian IT companies dips 43% in September quarter: Report,http://economictimes.indiatimes.com/jobs/hiring-by-top-4-indian-it-companies-dips-43-in-september-quarter-report/articleshow/55289936.cms,"As per the report, there is a shift of IT spending towards consulting and consulting firms, especially with strong technology practice such as Accenture.","Nov 7, 2016, 05:28 PM IST"
'Employability levels rise from 33% in 2014 to 40% this year',http://economictimes.indiatimes.com/jobs/employability-levels-rise-from-33-in-2014-to-40-this-year/articleshow/55333452.cms,The study forecasts an overall increase of about 7-10 per cent in hiring intent for 2017 when compared to the current year and allied sectors in telecom.,"Nov 9, 2016, 05:31 PM IST"
Roadmap on job prospects needed every 10 years: ex-Infosys chief Kris Gopalakrishnan,http://economictimes.indiatimes.com/jobs/roadmap-on-job-prospects-needed-every-10-years-ex-infosys-chief-kris-gopalakrishnan/articleshow/55311261.cms,"He termed as ""incorrect""and ""not as large as it is made out to be"" a World Bank research that claimed that automation threatens 69 per cent of jobs in India.","Nov 8, 2016, 03:58 PM IST"
LSR student bags big deal: Rs 34L per year,http://economictimes.indiatimes.com/jobs/lsr-student-bags-big-deal-rs-34l-per-year/articleshow/55328623.cms,DU's Lady Shri Ram College set a new placement record after a student was offered a domestic package of Rs 34 lakh per annum.,"Nov 9, 2016, 12:42 PM IST"
Internship stipends at record high at Faculty of Management Studies,http://economictimes.indiatimes.com/jobs/internship-stipends-at-record-high-at-faculty-of-management-studies/articleshow/55361374.cms,"“This year, the average monthly stipend for female candidates was Rs 85,250 of the 119 companies that participated in the placement session.”","Nov 11, 2016, 12:31 AM IST"
Employers open to hiring less-qualified candidates with positive attitude,http://economictimes.indiatimes.com/jobs/employers-open-to-hiring-less-qualified-candidates-with-positive-attitude/articleshow/55233536.cms,"Employers are open to hiring less-qualified candidates, provided they have the right attitude.","Nov 4, 2016, 12:20 AM IST"
Job outlook in India hits 3.5-year high: TeamLease,http://economictimes.indiatimes.com/jobs/job-outlook-in-india-hits-3-5-year-high-teamlease/articleshow/55233220.cms,"But even as employment outlook has improved, job growth has slowed in several sectors and markets seem to be levelling off after nearly five consecutive periods of significant acceleration from the first half of 2014.","Nov 4, 2016, 12:02 AM IST"
India replaces Philippines as most confident country in terms of job prospects,http://economictimes.indiatimes.com/jobs/india-replaces-philippines-as-most-confident-country-in-terms-of-job-prospects/articleshow/55183996.cms,"India’s consumer confidence score climbed five points to 133, reclaiming its top spot in the global index from Philippines that scored 132 and Indonesia which had a score of 122, according to a Consumer Confidence Report.","Nov 1, 2016, 05:24 PM IST"
"Jobs growing in Bengaluru, Accenture its top employer: Data",http://economictimes.indiatimes.com/jobs/jobs-growing-in-bengaluru-accenture-its-top-employer-data/articleshow/55189892.cms,"The data show that nine out of the top ten professional tax payers in Bengaluru are technology companies. Only BSNL, is an exception.","Nov 2, 2016, 08:26 AM IST"
SAP rolls out initiative to reintegrate women within the workforce,http://economictimes.indiatimes.com/jobs/sap-rolls-out-initiative-to-reintegrate-women-within-the-workforce/articleshow/55201625.cms,"""Back-to-Work aims to reintegrate an untapped pool of high-potential female professionals back into corporate life,"" Vlasta Dusil, vice president of human resources, SAP India, told ET.","Nov 2, 2016, 12:29 PM IST"
"Indians most confident about jobs, finances in Q3: Nielsen",http://economictimes.indiatimes.com/jobs/indian-most-confident-about-jobs-finances-in-q3-nielsen/articleshow/55179699.cms,"The Nielsen Consumer Confidence Index measured perceptions of local job prospects, personal finances and immediate spending intentions in 63 countries.","Nov 1, 2016, 02:14 PM IST"
"It's important to acquire people management and coaching skills: Upasana Taku, co-founder, MobiKwik",http://economictimes.indiatimes.com/jobs/its-important-to-acquire-people-management-and-coaching-skills-upasana-taku-co-founder-mobikwik/articleshow/55233679.cms,"""One of my greatest learnings is that being a good leader is much more than achieving your goals with a team.""","Nov 4, 2016, 12:31 AM IST"
LinkedIn inks MoU with goveernment to create more jobs for students,http://economictimes.indiatimes.com/jobs/linkedin-inks-mou-with-goveernment-to-create-more-jobs-for-students/articleshow/55205679.cms,'Placements' was piloted in November 2015 and then LinkedIn opened the product in September 2016 to students at all colleges and universities in India.,"Nov 2, 2016, 04:47 PM IST"
88% employees willing to stay longer if appreciated at work: Survey,http://economictimes.indiatimes.com/jobs/88-employees-willing-to-stay-longer-if-appreciated-at-work-survey/articleshow/55202176.cms,A gender-wise analysis shows that 85% male and 63% female employees feel there is not enough appreciation from their boss at work.,"Nov 2, 2016, 12:58 PM IST"
Pre-placement offers offers at all-time high this year in IITs,http://economictimes.indiatimes.com/jobs/pre-placement-offers-offers-at-all-time-high-this-year-in-iits/articleshow/55167820.cms,"The number of offers at some IITs has already shot up about a third than that a year ago, officials said, even as companies have more than two weeks left to snap up talent through PPOs from the premier engineering institutes.","Nov 1, 2016, 12:58 AM IST"
Five ways to spring clean your career,http://economictimes.indiatimes.com/jobs/five-ways-to-spring-clean-your-career/articleshow/55102648.cms,It is important for employees to stay on top of new trends and technologies through constant reskilling and training.,"Oct 28, 2016, 12:29 AM IST"
60 per cent of millennials aren't happy with their boss: TimesJobs study,http://economictimes.indiatimes.com/jobs/60-per-cent-of-millennials-arent-happy-with-their-boss-timesjobs-study/articleshow/55046697.cms,70 per cent millennial surveyed also say they aren't happy with their company work culture and environment reveals the latest study.,"Oct 25, 2016, 12:44 PM IST"
5 ways to be productive ‘On The Bench',http://economictimes.indiatimes.com/jobs/5-ways-to-be-productive-on-the-bench/articleshow/55039875.cms,It is important for employees to stay on top of new trends and technologies through constant reskilling and training.,"Oct 25, 2016, 01:10 AM IST"
"Leadership is about people knowing where you stand: Ambareesh Murty, Founder, Pepperfry",http://economictimes.indiatimes.com/jobs/leadership-is-about-people-knowing-where-you-stand-ambareesh-murty-founder-pepperfry/articleshow/55040050.cms,"My stint as a management trainee there involved assignments across various functions, and it was here that I began appreciating the value of being a gm.","Oct 25, 2016, 01:26 AM IST"
Temporary hiring may see a spark as companies change hiring strategy,http://economictimes.indiatimes.com/jobs/temporary-hiring-may-see-a-spark-as-companies-change-hiring-strategy/articleshow/55090748.cms,"According to the experts, the retail sector sees 15 per cent additional staff coming on board as Indians are known to buy new phones and electronic gadgets during this time.","Oct 27, 2016, 02:09 PM IST"
84% Indians optimistic over career development in next 12 months: Michael Page survey,http://economictimes.indiatimes.com/jobs/84-indians-optimistic-over-career-development-in-next-12-months-michael-page-survey/articleshow/55049258.cms,"The survey drew a comparison between responses of 580 employees in India and 4,200 employees across the Asia Pacific.","Oct 25, 2016, 03:20 PM IST"
Companies like Snapdeal are gifting exciting experiences to employees,http://economictimes.indiatimes.com/jobs/companies-like-snapdeal-are-gifting-exciting-experiences-to-employees/articleshow/55039984.cms,"This festive season on an average Giftxoxo is getting 10-12 leads from corporates a day compared to 10-12 a month a year ago, Khandelwal said.","Oct 25, 2016, 01:17 AM IST"
"Incentivise job-intensive industries, says Mohandas Pai",http://economictimes.indiatimes.com/jobs/incentivise-job-intensive-industries-says-mohandas-pai/articleshow/55093004.cms,"Pai, a former chairman of Sebi Primary Markets Advisory Committee, also said formal jobs being created are inadequate to meet India's needs.","Oct 27, 2016, 04:09 PM IST"
This Mumbai autorickshaw driver will make you want to quit your 'boring' job,http://economictimes.indiatimes.com/jobs/this-mumbai-autorickshaw-driver-will-make-you-want-to-quit-your-boring-job/articleshow/55017951.cms,"Shared by Humans of Bombay on their Facebook page, the post about this man's journey to fulfil his passion has already been shared almost 1500 times.","Oct 23, 2016, 10:08 PM IST"
"Cash, coupons most sought-after gifts on Diwali: Assocham",http://economictimes.indiatimes.com/jobs/cash-coupons-most-sought-after-gifts-on-diwali-assocham/articleshow/55033495.cms,"The survey by the Assocham Social Development Foundation was done to gauge 1,000 full-time office workers' opinions and about 500 HR professionals.","Oct 24, 2016, 07:03 PM IST"
Dissatisfaction with job on rise; 80% looking for job change: Survey,http://economictimes.indiatimes.com/jobs/dissatisfaction-with-job-on-rise-80-looking-for-job-change-survey/articleshow/54938519.cms,"As per the survey the level of dissatisfaction has increased year-on-year. In 2015, 78 per cent employees stated they were happy with their current job.","Oct 19, 2016, 06:27 PM IST"
Social media affecting workplace productivity: Report,http://economictimes.indiatimes.com/jobs/social-media-affecting-workplace-productivity-report/articleshow/54915706.cms,"According to TeamLease World of Work Report, an average of 2.35 hours is spent accessing social media at work every day and 13 per cent of the total productivity is lost owing to the social media indulgence alone.","Oct 18, 2016, 03:07 PM IST"
48% of Indian employers up against talent shortage,http://economictimes.indiatimes.com/jobs/48-of-indian-employers-up-against-talent-shortage/articleshow/54913657.cms,"Of the more than 42,000 employers surveyed globally, 40% are experiencing difficulties filling roles; the highest level since 2007.","Oct 18, 2016, 01:06 PM IST"
"Tata Trusts and GE Healthcare to skill 10,000 youths in healthcare sector",http://economictimes.indiatimes.com/jobs/tata-trusts-and-ge-healthcare-to-skill-10000-youths-in-healthcare-sector/articleshow/54893848.cms,"In the next three years, 10,000 candidates will receive loan scholarships from Tata Trusts upon qualifying for the course.","Oct 17, 2016, 12:54 PM IST"
Govt launches model career centre in Mumbai,http://economictimes.indiatimes.com/jobs/govt-launches-model-career-centre-in-mumbai/articleshow/54893044.cms,"The training will help the candidates in securing right career choice as per their aptitude, according to a release.","Oct 17, 2016, 12:02 PM IST"
Cushman & Wakefield to up its India headcount by hiring 500 staff by 2017,http://economictimes.indiatimes.com/jobs/cushman-wakefield-to-up-its-india-headcount-by-hiring-500-staff-by-2017/articleshow/54887363.cms,"Cushman & Wakefield has 11 offices across Ahmedabad, Bengaluru, Chennai, Gurgaon, Hyderabad, Kolkata, New Delhi, Mumbai and Pune.","Oct 17, 2016, 01:23 AM IST"
Online recruitment activity sees 10% jump in September: Monster.com,http://economictimes.indiatimes.com/jobs/online-recruitment-activity-sees-10-jump-in-september-monster-com/articleshow/54918602.cms,"""On the back of the expectations from the festive season, MEI for September shows significant hiring growth in the BPO and the logistics sectors.""","Oct 18, 2016, 05:41 PM IST"
Companies think out of the box to hire the best from campuses,http://economictimes.indiatimes.com/jobs/companies-think-out-of-the-box-to-hire-the-best-from-campuses/articleshow/54907152.cms,"Tired of receiving templatised resumes that said nothing, Rege has decided to use the students profile on github, an open coding platform.","Oct 18, 2016, 01:21 AM IST"
"JBIMS completes summer placements with top stipend of Rs 3.5 lakh, 11% increase in average stipend",http://economictimes.indiatimes.com/jobs/jbims-completes-summer-placements-with-top-stipend-of-rs-3-5-lakh-11-increase-in-average-stipend/articleshow/54936958.cms,A sharp rise in the number of conglomerates and manufacturing companies visiting the campus led to a two-fold increase in the number of offers being extended to the students.,"Oct 19, 2016, 03:44 PM IST"
