Heading,Link,Summary,Date
Giving recognition makes employees confident in work: Report,http://economictimes.indiatimes.com/jobs/giving-recognition-makes-employees-confident-in-work-report/articleshow/55926234.cms,The report also revealed that 94 per cent of employees noted that they always give recognition to co-workers are proud to tell others they work for their organisation.,"Dec 11, 2016, 07:35 PM IST"
J Jayalalithaa's demise: IIT-Madras suspends final placements second year in a row,http://economictimes.indiatimes.com/jobs/j-jayalalithaas-demise-iit-madras-suspends-final-placements-second-year-in-a-row/articleshow/55834200.cms,"The campus placements will be stalled for at least two days as a result of the demise of the chief minister,"" shared a student, who is part of the IIT Madras placement team.","Dec 6, 2016, 03:49 PM IST"
Hiring activity up 10% in November in India: TimesJobs RecruiteX Survey,http://economictimes.indiatimes.com/jobs/hiring-activity-up-10-in-november-survey/articleshow/55833736.cms,"The report said demand for hospitality professionals reported a 13 per cent rise in November 2016. IT and telecom professionals posted a 5 per cent rise, accounting, finance, entertainment, media and journalism profiles also saw a 3 per cent rise in demand during the month.","Dec 6, 2016, 03:26 PM IST"
Job offers for global postings plummeted at IITs this year,http://economictimes.indiatimes.com/jobs/job-offers-for-global-postings-plummeted-at-iits-this-year/articleshow/55822888.cms,IIT placement sources said that the companies’ increased focus on the India story and reduced US/Europe profiles have led to a decline in the number of foreign offers.,"Dec 6, 2016, 12:51 AM IST"
At the end of Day 5 IIT Bombay receives over 600 placement offers,http://economictimes.indiatimes.com/jobs/at-the-end-of-day-5-iit-bombay-receives-over-600-placement-offers/articleshow/55856619.cms,"Apart from the leading companies & PSUs, many renowned tech universities across India will be hiring talent from IIT Bombay, according to a a spokesperson at IIT Bombay.","Dec 7, 2016, 07:09 PM IST"
Biggies blacklisted but placements spring a startup surprise at IITs,http://economictimes.indiatimes.com/jobs/biggies-blacklisted-but-placements-spring-a-startup-surprise-at-iits/articleshow/55862707.cms,"One of the most popular recruiters on campuses, the Seattle-based ecommerce giant, Amazon, is making its first visit to Jodhpur, Indore and Bhubaneswar IITs.","Dec 8, 2016, 12:50 AM IST"
"E-retail, allied sectors to create 1.45 mn jobs by 2021: Report",http://economictimes.indiatimes.com/jobs/e-retail-allied-sectors-to-create-1-45-mn-jobs-by-2021-report/articleshow/55835089.cms,"It has also created a shift in employee expectations by offering employment options with exciting career paths, diverse opportunities, and new age jobs.","Dec 6, 2016, 04:33 PM IST"
More firms but fewer offers at IITs this year,http://economictimes.indiatimes.com/jobs/more-firms-but-fewer-offers-at-iits-this-year/articleshow/55848077.cms,"At IIT-Bombay, the number of students picked by leading finance and consulting firms has reduced; it has shrunk from 16 to 13 as in the case with Goldman Sachs or nine to four from consulting firm BCG.","Dec 7, 2016, 10:29 AM IST"
"Post-demonetisation, payment and financial technology scramble for talent",http://economictimes.indiatimes.com/jobs/post-demonetisation-payment-and-financial-technology-scramble-for-talent/articleshow/55823254.cms,"Paytm, MobiKwik, PayU, Freecharge, ItzCash and other digital wallet cos have been hiring people in key leadership positions, top company officials and search firms said.","Dec 6, 2016, 01:18 AM IST"
"IIM Ahmedabad completes summer placements, Amazon top recruiter with 21 offers",http://economictimes.indiatimes.com/jobs/iim-ahmedabad-completes-summer-placements-amazon-top-recruiter-with-21-offers/articleshow/55818665.cms,"Among Management Consulting firms, Accenture Strategy with 16 made the highest number of offers. Among the Global Banks, Bank of America Merrill Lynch made 6 offers.","Dec 5, 2016, 09:44 PM IST"
Ronnie Screwvala offers to up skill L&T’s laid-off staff,http://economictimes.indiatimes.com/jobs/ronnie-screwvala-offers-to-up-skill-lts-laid-off-staff/articleshow/55823225.cms,"The programme will be run through UpGrad, an online higher education platform that offers courses in product management, data analytics and digital marketing.","Dec 6, 2016, 01:15 AM IST"
5 ways bosses can become good listeners,http://economictimes.indiatimes.com/jobs/5-ways-bosses-can-become-good-listeners/articleshow/55736815.cms,"It is almost given that you will have a lot on your plate. But when a subordinate approaches you, it is good to stop doing whatever you’re doing and listen.","Dec 2, 2016, 01:34 AM IST"
PwC India women staff can take leave up to three years for childcare,http://economictimes.indiatimes.com/jobs/pwc-india-women-staff-can-take-leave-up-to-three-yrs-for-childcare/articleshow/55728648.cms,"The programme, Full Circle, applies to all regular full time women employees who have been employed with PwC for two or more years.","Dec 1, 2016, 06:52 PM IST"
Coal India to revoke ranks that don't have any jobs,http://economictimes.indiatimes.com/jobs/coal-india-to-revoke-ranks-that-dont-have-any-jobs/articleshow/55744246.cms,The company plans to abolish some redundant jobs and club some with others to bring down the total number of designations to around 700.,"Dec 2, 2016, 11:37 AM IST"
National manufacturing policy aims to provide 100 million new jobs,http://economictimes.indiatimes.com/jobs/national-manufacturing-policy-aims-to-provide-100-million-new-jobs/articleshow/55732059.cms,"This should create the framework to substantially share the load to train 5 million workers in the next 5 years,"" Shankar said.","Dec 1, 2016, 09:37 PM IST"
"Placements in full swing at IITs, over 400 offers made",http://economictimes.indiatimes.com/jobs/placements-in-full-swing-at-iits-over-400-offers-made/articleshow/55775643.cms,"At IIT Bombay, overall 160 plus domestics offers were received as of Day 2. On the international offers front, over 8 were given on 2nd December.","Dec 3, 2016, 08:35 PM IST"
International recruiters offer up to Rs 1.2 crore to IITians on day 1 of placements,http://economictimes.indiatimes.com/jobs/international-recruiters-offer-up-to-rs-1-2-crore-to-iitians-on-day-1-of-placements/articleshow/55736556.cms,"According to IIT placement sources, Oracle and Microsoft are offering packages of $135,000-136,000 (Rs92.3-93 lakh).","Dec 2, 2016, 01:12 AM IST"
Indian staffing industry likely to grow 12 per cent this year,http://economictimes.indiatimes.com/jobs/indian-staffing-industry-likely-to-grow-12-per-cent-this-year/articleshow/55725593.cms,"The staffing industry provides a platform for recognised employment, work choice, even compensation, annual benefits and health benefits for temporary workforce.","Dec 1, 2016, 04:31 PM IST"
"Avoid henna, look out for weather: IIMs directive for students taking CAT tomorrow",http://economictimes.indiatimes.com/jobs/avoid-henna-look-out-for-weather-iims-directive-for-students-taking-cat-tomorrow/articleshow/55768939.cms,In a first-such list of instructions released by IIM-Bangalore - the organizing IIM - the institute has strongly recommended that candidates should avoid applying mehendi. Among other items banned from the examination centres are shoes and health bands too.,"Dec 3, 2016, 01:18 PM IST"
Japanese company Cookpad queues up for Indian talent at IITs,http://economictimes.indiatimes.com/jobs/japanese-company-cookpad-queues-up-for-indian-talent-at-iits/articleshow/55761326.cms,"Cookpad, which currently provides services in 15 languages across 57 countries, said it will be visiting IIT campuses at Delhi, Madras and Hyderabad.","Dec 3, 2016, 01:42 AM IST"
"IIT Guwahati Day 1 placements sees student bag 138 offers, Oracle offering highest package",http://economictimes.indiatimes.com/jobs/iit-guwahati-day-1-placements-sees-student-bag-138-offers-oracle-offering-highest-package/articleshow/55743371.cms,"The biggest recruiters in terms of number of offers on Day 1 are Samsung, EXL Services, Microsoft, Goldman Sachs, Oracle and VMWare","Dec 2, 2016, 10:54 AM IST"
Tata JLR to create thousands of jobs in UK,http://economictimes.indiatimes.com/jobs/tata-jlr-to-create-thousands-of-jobs-in-uk/articleshow/55624488.cms,JLR chief executive Ralf Speth indicated that the company was keen to bring the research and development and production of the electric car.,"Nov 25, 2016, 09:12 PM IST"
5 ways to deal with dissatisfaction at the workplace,http://economictimes.indiatimes.com/jobs/5-ways-to-deal-with-dissatisfaction-at-the-workplace/articleshow/55675474.cms,"Reasons for dissatisfaction at the workplace could be manifold, so take a good look at your company policies and practices.","Nov 29, 2016, 01:09 AM IST"
Talent crunch leading firms to 'boomerang employees': Experts,http://economictimes.indiatimes.com/jobs/talent-crunch-leading-firms-to-boomerang-employees-experts/articleshow/55647906.cms,Organisations have realised that many of their employees left which may not have been related to the interest levels in either the employer organisation or the role.,"Nov 27, 2016, 01:05 PM IST"
Sachin Tendulkar urges MNCs to start employing sportsman,http://economictimes.indiatimes.com/jobs/sachin-tendulkar-urges-mncs-to-start-employing-sportsman/articleshow/55653151.cms,"I think one change which has taken place in Mumbai Cricket, is not for good, which I am not so pleased about, is the job recruitments, said Sachin Tendulkar.","Nov 27, 2016, 09:14 PM IST"
GST to spur double-digit growth in hiring across sectors: Report,http://economictimes.indiatimes.com/jobs/gst-to-spur-double-digit-growth-in-hiring-across-sectors-report/articleshow/55669581.cms,HR services provider TeamLease said that GST would not only have a positive impact on the ease of doing business but also propel formal job creation.,"Nov 28, 2016, 07:40 PM IST"
"Telecom, allied sectors prefer to hire most from Delhi: PeopleStrong",http://economictimes.indiatimes.com/jobs/telecom-allied-sectors-prefer-to-hire-most-from-delhi-peoplestrong/articleshow/55616713.cms,The survey showed that the preferred age group for hiring in telecom and allied sectors is 22 to 25 years which shows a clear inclination towards young candidates.,"Nov 25, 2016, 01:40 PM IST"
"IT companies to hire 76% more in December-March, finds study",http://economictimes.indiatimes.com/jobs/it-companies-to-hire-76-more-in-december-march-finds-study/articleshow/55680162.cms,This comes despite the uncertainty in the industry due to US President Donald Trump campaigning earlier to limit outsourcing in US.,"Nov 29, 2016, 11:11 AM IST"
PSUs given prime slots at IITs this placement season,http://economictimes.indiatimes.com/jobs/psus-given-prime-slots-at-iits-this-placement-season/articleshow/55675226.cms,"In the past, salary packages were the prime parameter for slot allotment, which meant public sector units were pushed towards the end of the season.","Nov 29, 2016, 12:56 AM IST"
More PSUs line up at IITs for placements,http://economictimes.indiatimes.com/jobs/more-psus-line-up-at-iits-for-placements/articleshow/55648251.cms,"At IIT-Kharagpur, the country's oldest IIT, the number of PSUs confirming participation has gone up from four last year to 13 this year. Some of the big names include Indian Oil, HPCL, BPCL, and BEL.","Nov 27, 2016, 01:32 PM IST"
Railways to provide some work under MGNREGA,http://economictimes.indiatimes.com/jobs/railways-to-provide-some-work-under-mgnrega/articleshow/55623626.cms,Tasks taken under the MGNREGA include construction and maintenance of approach roads for level crossings.,"Nov 25, 2016, 08:23 PM IST"
Citi Foundation to invest Rs 13 crore to boost job prospects,http://economictimes.indiatimes.com/jobs/citi-foundation-to-invest-rs-13-crore-to-boost-job-prospects/articleshow/55574687.cms,"As per the programme, the money will be invested to increase the employability and entrepreneurship opportunities of 13,000 low income youth.","Nov 23, 2016, 10:13 AM IST"
"Baba Ramdev to invest billions in Nepal, create 20,000 jobs",http://economictimes.indiatimes.com/jobs/baba-ramdev-to-invest-billions-in-nepal-create-20000-jobs/articleshow/55584896.cms,"Ramdev, who arrived here on a week-long visit yesterday, inaugurated the new factory of his Patanjali Ayurveda Grama Udyog with Nepal President Bidhya Devi Bhandari in Bara district in southern Nepal.","Nov 23, 2016, 08:07 PM IST"
Number of students choosing deferred placements goes up at IIT Madras,http://economictimes.indiatimes.com/jobs/number-of-students-choosing-deferred-placements-goes-up-at-iit-madras/articleshow/55557844.cms,"""Several of our students have opted out of the placement process for higher studies and some want to startup on their own,"" he said.","Nov 22, 2016, 02:47 PM IST"
Hiring activity down by 8% in October: Survey,http://economictimes.indiatimes.com/jobs/hiring-activity-down-by-8-in-october-survey/articleshow/55561857.cms,"Delhi NCR, Mumbai and Bengaluru saw jobs decline year-on-year by 17 per cent, 35 per cent and six per cent, respectively, in the last month.","Nov 22, 2016, 05:02 PM IST"
Global corporates pushing women to the top of hierarchy through training programmes,http://economictimes.indiatimes.com/jobs/global-corporates-pushing-women-to-the-top-of-hierarchy-through-training-programmes/articleshow/55551027.cms,A recent research study by YSC finds that women become more ambitious once they reach a certain level of seniority.,"Nov 22, 2016, 01:03 AM IST"
"1,36,000 jobs in salesforce cloud here",http://economictimes.indiatimes.com/jobs/136000-jobs-in-salesforce-cloud-here/articleshow/55576421.cms,"​The report, which was sponsored by Salesforce, added that they will also create more than 3,51,000 in the supply and distribution chain serving its customers in India.","Nov 23, 2016, 12:02 PM IST"
Humility will decide your next increment,http://economictimes.indiatimes.com/jobs/humility-will-decide-your-next-increment/articleshow/55573449.cms,Humility is making a quiet entry as one of the virtues at workplace with some companies including it in their performance management system.,"Nov 23, 2016, 01:53 PM IST"
"Salesforce to drive 5 lakh jobs, $4.2 billion revenue by 2020",http://economictimes.indiatimes.com/jobs/salesforce-to-drive-5-lakh-jobs-4-2-billion-revenue-by-2020/articleshow/55579150.cms,"In conjunction with global data leaders International Data Corp (IDC), Salesforce have come out with an independent India-specific report.","Nov 23, 2016, 02:42 PM IST"
Five ways to dress well for work,http://economictimes.indiatimes.com/jobs/five-ways-to-dress-well-for-work/articleshow/55551068.cms,Here are five ways suggested by experts by which you can make sure you’re always dressed well for work…,"Nov 22, 2016, 01:07 AM IST"
"GST rollout to create more jobs in auto, logistics",http://economictimes.indiatimes.com/jobs/gst-rollout-to-create-more-jobs-in-auto-logistics/articleshow/55559564.cms,"A new study by staffing firm TeamLease Services called `The GST Bill and Jobs' looks at the impact of the new, single-tax system on job creation.","Nov 22, 2016, 12:49 PM IST"
India to see 10 per cent salary increase in 2017: Survey,http://economictimes.indiatimes.com/jobs/india-to-see-10-per-cent-salary-increase-in-2017-survey/articleshow/55433015.cms,"""If that pattern continues in 2017, Indian employees could see a single digit salary increase for the first time since 2011,"" the report said.","Nov 15, 2016, 01:38 PM IST"
"My first year at work: Most of the fun we had was after work, says Amit Singh, Co-founder, Shuttl",http://economictimes.indiatimes.com/jobs/my-first-year-at-work-most-of-the-fun-we-had-was-after-work-says-amit-singh-co-founder-shuttl/articleshow/55453063.cms,Most of the fun we had was after work as the entire group of management trainees who joined together would go out whenever possible.,"Nov 16, 2016, 01:20 AM IST"
Indian auto industry aims to create 6.5 crore jobs in next ten years,http://economictimes.indiatimes.com/jobs/indian-auto-industry-aims-to-create-6-5-crore-jobs-in-next-ten-years/articleshow/55464212.cms,"The Indian automobile sector aims to contribute over 12 percent to the gross domestic product of the country, Kenichi Ayukawa, MD & CEO of Maruti Suzuki India said.","Nov 16, 2016, 11:46 PM IST"
"IITs eyeing finance, core sector, analytics for placements",http://economictimes.indiatimes.com/jobs/iits-eyeing-finance-core-sector-analytics-for-placements/articleshow/55484646.cms,"""From last year, we have been focusing on core sector companies and this year the focus has only increased,"" said an official at IIT Bombay.","Nov 18, 2016, 12:37 AM IST"
Tesco Bengaluru overhauls policy; extends maternity leave to 22 weeks,http://economictimes.indiatimes.com/jobs/tesco-bengaluru-overhauls-policy-extends-maternity-leave-to-22-weeks/articleshow/55437769.cms,"The company’s initiative to alter its existing policy is aimed at ensuring wellness for both mother and child, leading to a healthy and productive work.","Nov 15, 2016, 06:11 PM IST"
"Enhanced maternity, paternity policy at nascent stage: Survey",http://economictimes.indiatimes.com/jobs/enhanced-maternity-paternity-policy-at-nascent-stage-survey/articleshow/55459036.cms,"Interestingly, around 48.79 per cent respondents agree that paternity leave policy benefits would be just another form of 'paid leaves' to male employees.","Nov 16, 2016, 06:55 PM IST"
60% of India Inc staff unhappy with reporting managers: Survey,http://economictimes.indiatimes.com/jobs/60-of-india-inc-staff-unhappy-with-reporting-managers-survey/articleshow/55485189.cms,"The latest study on Employee Disconnect With Reporting Managers had complete responses from 1,005 working professionals.","Nov 18, 2016, 01:09 AM IST"
Five ways to search for a job after a long break,http://economictimes.indiatimes.com/jobs/five-ways-to-search-for-a-job-after-a-long-break/articleshow/55485127.cms,"""Don't feel shy to approach people. Use your network in the best possible manner; upload your CV to the portals and approach as many search firms as you know,"" says Shantanu Das, chief human resources officer at Amway India.","Nov 18, 2016, 01:03 AM IST"
"Mercedes Benz to hire 1,000 engineers for R&D in India",http://economictimes.indiatimes.com/jobs/mercedes-benz-to-hire-1000-engineers-for-rd-in-india/articleshow/55480223.cms,"The Indian research team is currently undertaking important assignments to develop safety features in Mercedes-Benz vehicles, he said on the sidelines of Safe Roads roadshow in city.","Nov 17, 2016, 08:34 PM IST"
"Workplace stress alert: 60% of employees plan to quit jobs soon, says a survey",http://economictimes.indiatimes.com/jobs/workplace-stress-alert-60-per-cent-employees-plan-to-quit-jobs-soon-says-a-survey/articleshow/55433307.cms,"Every working professional- regardless of age, experience, gender and profile has felt the pressure of work-related stress at some point in their career.","Nov 15, 2016, 01:54 PM IST"
"For the first time in almost a decade, Google to give placements a miss at most IITs",http://economictimes.indiatimes.com/jobs/for-the-first-time-in-almost-a-decade-google-to-give-placements-a-miss-at-most-iits/articleshow/55321681.cms,"""There was an internal decision taken by the company to go the offcampus route. Most of the IITs agreed to this. But Delhi and Bombay have different processes in place,"" said an IIT Delhi official.","Nov 9, 2016, 01:31 AM IST"
"Firms extending pre-assessment tests for middle, senior levels hiring too",http://economictimes.indiatimes.com/jobs/firms-extending-pre-assessment-tests-for-middle-senior-levels-hiring-too/articleshow/55353875.cms,"The survey noted that 42 percent of companies use these tests only for entry level roles, while 30 percent use them for middle management roles and 15 percent for senior roles.","Nov 10, 2016, 05:53 PM IST"
"Don't panic: Job scene won’t be hit soon, says HR consulting firms",http://economictimes.indiatimes.com/jobs/dont-panic-job-scene-wont-be-hit-soon-says-hr-consulting-firms/articleshow/55341808.cms,"As one of his main election planks in the run-up to the polls, Trump has been vocal about bringing back jobs from such countries as India, China and Mexico.","Nov 10, 2016, 01:21 AM IST"
'Employability levels rise from 33% in 2014 to 40% this year',http://economictimes.indiatimes.com/jobs/employability-levels-rise-from-33-in-2014-to-40-this-year/articleshow/55333452.cms,The study forecasts an overall increase of about 7-10 per cent in hiring intent for 2017 when compared to the current year and allied sectors in telecom.,"Nov 9, 2016, 05:31 PM IST"
Roadmap on job prospects needed every 10 years: ex-Infosys chief Kris Gopalakrishnan,http://economictimes.indiatimes.com/jobs/roadmap-on-job-prospects-needed-every-10-years-ex-infosys-chief-kris-gopalakrishnan/articleshow/55311261.cms,"He termed as ""incorrect""and ""not as large as it is made out to be"" a World Bank research that claimed that automation threatens 69 per cent of jobs in India.","Nov 8, 2016, 03:58 PM IST"
HSBC global service centers target 100% female intake for internships,http://economictimes.indiatimes.com/jobs/hsbc-global-service-centers-target-100-female-intake-for-internships/articleshow/55371174.cms,"The bank began an internship programme this year focused solely on its GSCs, which are located in Kolkata, Vizag, Hyderabad, Bangalore and Chennai.","Nov 11, 2016, 04:01 PM IST"
Internship stipends at record high at Faculty of Management Studies,http://economictimes.indiatimes.com/jobs/internship-stipends-at-record-high-at-faculty-of-management-studies/articleshow/55361374.cms,"“This year, the average monthly stipend for female candidates was Rs 85,250 of the 119 companies that participated in the placement session.”","Nov 11, 2016, 12:31 AM IST"
"Assign roles according to skills: Aurvind Lama, co-founder, TravelYaari",http://economictimes.indiatimes.com/jobs/assign-roles-according-to-skills-aurvind-lama-co-founder-travelyaari/articleshow/55361459.cms,"""My first few days were spent absorbing the corporate life and culture, and picking up domain knowledge about the industry.""","Nov 11, 2016, 12:38 AM IST"
Accenture one of best companies for women to work: Report,http://economictimes.indiatimes.com/jobs/accenture-one-of-best-companies-for-women-to-work-report/articleshow/55369705.cms,The company was also recognised for its leading maternity benefits and support for returning mothers.,"Nov 11, 2016, 02:24 PM IST"
LSR student bags big deal: Rs 34L per year,http://economictimes.indiatimes.com/jobs/lsr-student-bags-big-deal-rs-34l-per-year/articleshow/55328623.cms,DU's Lady Shri Ram College set a new placement record after a student was offered a domestic package of Rs 34 lakh per annum.,"Nov 9, 2016, 12:42 PM IST"
SAP India unveils programme to bring women back to workforce,http://economictimes.indiatimes.com/jobs/sap-india-unveils-programme-to-bring-women-back-to-workforce/articleshow/55243805.cms,Each assignment will last for a maximum of six months and work will take place onsite or virtually depending on the nature of the project.,"Nov 4, 2016, 03:37 PM IST"
Job outlook in India hits 3.5-year high: TeamLease,http://economictimes.indiatimes.com/jobs/job-outlook-in-india-hits-3-5-year-high-teamlease/articleshow/55233220.cms,"But even as employment outlook has improved, job growth has slowed in several sectors and markets seem to be levelling off after nearly five consecutive periods of significant acceleration from the first half of 2014.","Nov 4, 2016, 12:02 AM IST"
"Jobs growing in Bengaluru, Accenture its top employer: Data",http://economictimes.indiatimes.com/jobs/jobs-growing-in-bengaluru-accenture-its-top-employer-data/articleshow/55189892.cms,"The data show that nine out of the top ten professional tax payers in Bengaluru are technology companies. Only BSNL, is an exception.","Nov 2, 2016, 08:26 AM IST"
SAP rolls out initiative to reintegrate women within the workforce,http://economictimes.indiatimes.com/jobs/sap-rolls-out-initiative-to-reintegrate-women-within-the-workforce/articleshow/55201625.cms,"""Back-to-Work aims to reintegrate an untapped pool of high-potential female professionals back into corporate life,"" Vlasta Dusil, vice president of human resources, SAP India, told ET.","Nov 2, 2016, 12:29 PM IST"
"It's important to acquire people management and coaching skills: Upasana Taku, co-founder, MobiKwik",http://economictimes.indiatimes.com/jobs/its-important-to-acquire-people-management-and-coaching-skills-upasana-taku-co-founder-mobikwik/articleshow/55233679.cms,"""One of my greatest learnings is that being a good leader is much more than achieving your goals with a team.""","Nov 4, 2016, 12:31 AM IST"
Employers open to hiring less-qualified candidates with positive attitude,http://economictimes.indiatimes.com/jobs/employers-open-to-hiring-less-qualified-candidates-with-positive-attitude/articleshow/55233536.cms,"Employers are open to hiring less-qualified candidates, provided they have the right attitude.","Nov 4, 2016, 12:20 AM IST"
LinkedIn inks MoU with goveernment to create more jobs for students,http://economictimes.indiatimes.com/jobs/linkedin-inks-mou-with-goveernment-to-create-more-jobs-for-students/articleshow/55205679.cms,'Placements' was piloted in November 2015 and then LinkedIn opened the product in September 2016 to students at all colleges and universities in India.,"Nov 2, 2016, 04:47 PM IST"
88% employees willing to stay longer if appreciated at work: Survey,http://economictimes.indiatimes.com/jobs/88-employees-willing-to-stay-longer-if-appreciated-at-work-survey/articleshow/55202176.cms,A gender-wise analysis shows that 85% male and 63% female employees feel there is not enough appreciation from their boss at work.,"Nov 2, 2016, 12:58 PM IST"
These skills will help you forever remain relevant in the fast-changing job market,http://economictimes.indiatimes.com/jobs/employees-need-to-keep-pace-with-the-fast-changing-job-market-to-remain-relevant-experts/articleshow/55233433.cms,"Only those who align their skills with fast-changing industry demands will succeed in transitioning into the 'future workforce', say experts.","Nov 4, 2016, 03:16 PM IST"
Five ways to write the perfect CV,http://economictimes.indiatimes.com/jobs/five-ways-to-write-the-perfect-cv/articleshow/55233791.cms,Don't let a poorly crafted CV ruin your first impression to a prospective employer.,"Nov 4, 2016, 12:38 AM IST"
