Heading,Link,Summary
"John Glenn, first American to orbit Earth, dies at 95",http://timesofindia.indiatimes.com/home/science/John-Glenn-first-American-to-orbit-Earth-dies-at-95/articleshow/55885961.cms,"John Glenn, who became one of the 20th century's greatest explorers as the first American to orbit Earth and later as the world's oldest astronaut, and also had a long career as a US senator, died in Ohio on Thursday at age 95."
Liquid water carved deep canyons on Mars,http://timesofindia.indiatimes.com/home/science/Liquid-water-carved-deep-canyons-on-Mars/articleshow/55745353.cms,"WASHINGTON: Dramatic climate cycles on early Mars, triggered by buildup of greenhouse gases, may have caused liquid water to carve out deep canyons and extensive valley networks on the red planet's surface, scientists including one of Indian origin have found."
Cobra venom can help surgeons spot cancer tumours,http://timesofindia.indiatimes.com/home/science/Cobra-venom-can-help-surgeons-spot-cancer-tumours/articleshow/55971030.cms,"NEW DELHI: What do lethal cobra venom, quantum dots and cancer diagnosis have in common? Nothing - till a team of Russian and Indian scientists put their heads to it and developed an innovative technique to take sharp images of cancer growths."
"Researchers from inStem study sterile inflammation, come up with drug delivery system using bio materials",http://timesofindia.indiatimes.com/home/science/Researchers-from-inStem-study-sterile-inflammation-come-up-with-drug-delivery-system-using-bio-materials/articleshow/55988024.cms,"BENGALURU: In order to prevent long lasting immune reaction of damaged cells in body, known as sterile inflammation leading to osteoarthritis, rheumatoid arthritis and fibrosis, a team of researchers from Institute for Stem Cell Biology and Regenerative Medicine (inStem), Bangalore has gained new insights into development of sterile inflammation and come up with a new drug delivery system to combat chronic inflammation."
Japanese robot flunks top university entry exam,http://timesofindia.indiatimes.com/home/science/Japanese-robot-flunks-top-university-entry-exam/articleshow/55665048.cms,TOKYO: The dream of a Japanese robot with artificial intelligence to secure a place at the prestigious University of Tokyo is over after the bot failed miserably in a standard entrance exam.
"Santa, global warming shrank your reindeer",http://timesofindia.indiatimes.com/home/science/Santa-global-warming-shrank-your-reindeer/articleshow/55951257.cms,"PARIS: If Santa is recruiting helpers to haul Christmas presents around the world this year he had better take a few extra, said researchers who warned on Monday that reindeer are shrinking."
NASA troubleshooting problem with Mars rover drill,http://timesofindia.indiatimes.com/home/science/NASA-troubleshooting-problem-with-Mars-rover-drill/articleshow/55973098.cms,"SAN FRANCISCO: NASA's Mars rover Curiosity has halted its trek up a mountain filled with potentially habitable niches for life while engineers troubleshoot a problem with one of its key instruments, scientists said on Tuesday."
New AI system can predict how scenes will play out,http://timesofindia.indiatimes.com/home/science/New-AI-system-can-predict-how-scenes-will-play-out/articleshow/55923988.cms,"BOSTON: MIT scientists have developed a new artificial intelligence system that can take still images and generate short videos to simulate what happens next, similar to how humans can visually imagine how a scene will evolve."
NASA launches 8 mini-satellites for hurricane forecasting,http://timesofindia.indiatimes.com/home/science/nasa-launches-8-mini-satellites-for-hurricane-forecasting/articleshow/56004282.cms,"CAPE CANAVERAL, Florida: NASA launched eight mini-satellites Thursday morning to measure surface wind deep in the heart of hurricanes."
Europe's new Mars orbiter starts sending data from NASA rovers,http://timesofindia.indiatimes.com/home/science/Europes-new-Mars-orbiter-starts-sending-data-from-NASA-rovers/articleshow/55703172.cms,"WASHINGTON: In the successful first relay test of a NASA radio aboard Europe's new Trace Gas Orbiter (TGO), data from NASA rovers Opportunity and Curiosity reached Earth last week, the US space agency said on Wednesday."
Is feminism killing off romance?,http://timesofindia.indiatimes.com/home/science/Is-feminism-killing-off-romance/articleshow/55858954.cms,"Dating in a completely gender-equal world may sound a rather dry prsopect, but"
Neutron stars may be emitting gravitational waves continuously,http://timesofindia.indiatimes.com/home/science/neutron-stars-may-be-emitting-gravitational-waves-continuously/articleshow/55998160.cms,"WASHINGTON/MUMBAI: Many fast spinning dense neutron stars generate gravitational waves continuously, according to Indian scientists who suggest that careful observations should be made to detect such waves."
Hot hydrogen atoms in Earth's upper atmosphere found,http://timesofindia.indiatimes.com/home/science/Hot-hydrogen-atoms-in-Earths-upper-atmosphere-found/articleshow/55873188.cms,NEW YORK: A team of University of Illinois researchers has discovered the existence of hot atomic hydrogen (H) atoms in an upper layer of Earth's atmosphere known as thermosphere.
Jet lag may up liver cancer risk: Study,http://timesofindia.indiatimes.com/home/science/Jet-lag-may-up-liver-cancer-risk-study/articleshow/55651116.cms,"WASHINGTON: Repeated jet lags may increase obesity-related liver disease as well as risk of liver cancer, a new study has warned."
Insulin cells under skin could save diabetics from jabs,http://timesofindia.indiatimes.com/home/science/Insulin-cells-under-skin-could-save-diabetics-from-jabs/articleshow/55951543.cms,"GENEVA: Scientists have created artificial cells that act as sugar sensors and insulin producers, an advance that may spell an end to painful needle jabs to monitor blood glucose levels, making the everyday life of diabetics easier."
Japan to test 'fishing mesh' to catch space junk,http://timesofindia.indiatimes.com/home/science/Japan-to-test-fishing-mesh-to-catch-space-junk/articleshow/55723299.cms,"Space isn't so empty these days. Earth's orbit is cluttered with more than half a million bits of debris, mostly rocket and satellite remnants that can wreck anything in their flight path."
Predatory bacteria may wipe out 'superbugs': Study,http://timesofindia.indiatimes.com/home/science/Predatory-bacteria-may-wipe-out-superbugs-Study/articleshow/55673294.cms,"LONDON: Predatory bacteria - that eat others of their kind - could be a new weapon in the fight against drug-resistant bacteria or 'superbugs', a new study suggests."
Signs of two infant planets around young star detected,http://timesofindia.indiatimes.com/home/science/signs-of-two-infant-planets-around-young-star-detected/articleshow/55958898.cms,"NEW YORK: Astronomers believe they have found compelling evidence of two newborn planets, each about the size of Saturn, orbiting around a young star known as HD 163296."
Robot flying ambulance makes first solo flight,http://timesofindia.indiatimes.com/home/science/Robot-flying-ambulance-makes-first-solo-flight/articleshow/55791432.cms,"JERUSALEM: An autonomous flying ambulance has successfully completed its first solo test flight, offering a potential solution for challenging search and rescue missions."
"WHO proposes HIV self-test with kit, India to study move",http://timesofindia.indiatimes.com/home/science/India-to-study-WHO-proposal-for-HIV-self-test/articleshow/55715504.cms,"NEW DELHI: The World Health Organisation (WHO) for the first time has recommended HIV self-testing in the privacy of one's home using HIV kit, a move that may result in a major breakthrough in HIV treatment by improving access to diagnosis."
Indian astrophysicist wins challenge on dark energy,http://timesofindia.indiatimes.com/home/science/Indian-astrophysicist-wins-challenge-on-dark-energy/articleshow/55739841.cms,"PUNE: Ten years ago at an international conference in Melbourne, renowned Indian theoretical physicist Thanu Padmanabhan from the Inter-University Centre for Astronomy and Astrophysics, threw a challenge to the international community of astrophysicists to prove his ideas on dark energy wrong by 2016."
"'Homelessness makes people vulnerable to mental,health issues'",http://timesofindia.indiatimes.com/home/science/Homelessness-makes-people-vulnerable-to-mentalhealth-issues/articleshow/55765734.cms,"LONDON: Homelessness makes people vulnerable to mental and health problems, according to a study by British researchers that sheds light on the plight of society's most marginalised people."
Love bigger cause of unhappiness than cash,http://timesofindia.indiatimes.com/home/science/Love-bigger-cause-of-unhappiness-than-cash/articleshow/55951250.cms,"Economic factors are not the biggest cause of un happiness -failed relationships and mental illness play a far greater role, a major new study into the ""origins of happiness"" has found."
Magnetic brain stimulation can bring back 'lost' memories,http://timesofindia.indiatimes.com/home/science/Magnetic-brain-stimulation-can-bring-back-lost-memories/articleshow/55760320.cms,"WASHINGTON: Scientists have found that stimulating the brain with magnets can bring back forgotten memories, an advance that may help people suffering from schizophrenia or depression."
Japan launches 'space junk' collector,http://timesofindia.indiatimes.com/home/science/Japan-launches-space-junk-collector/articleshow/55904909.cms,"TOKYO: Japan launched a cargo ship on Friday bound for the International Space Station (ISS), carrying a 'space junk' collector that was made with the help of a fishnet company."
Spider named after Harry Potter character,http://timesofindia.indiatimes.com/home/science/Spider-named-after-Harry-Potter-character/articleshow/55930913.cms,"MUMBAI: A new spider species discovered by Mumbai researchers in the central western ghats in Karnataka has been named after a popular wizard in the Harry Potter books, mainly because it resembles the magical hat worn by the wizard."
Why getting old makes you happy,http://timesofindia.indiatimes.com/home/science/Why-getting-old-makes-you-happy/articleshow/55858887.cms,"With age comes wisdom... as well as contentment and serenity, which is why,"
Lonely cave dwelling bacteria resistant to 18 antibiotics,http://timesofindia.indiatimes.com/home/science/Lonely-cave-dwelling-bacteria-resistant-to-18-antibiotics/articleshow/55876850.cms,"NEW DELHI: Deep inside a cave where entry is restricted, scientists have found a bacterium that is resistant to 18 different antibiotics. These bugs have been living in isolation 1000 feet underground for over four million years, which raises the question - how did they become resistant to antibiotics discovered only in the 20th century?"
Australian doctors reverse diabetes-linked nerve pain in mice,http://timesofindia.indiatimes.com/home/science/Australian-doctors-reverse-diabetes-linked-nerve-pain-in-mice/articleshow/55964600.cms,"MUMBAI: Here is a development that could bring cheer to at a quarter of the nearly 70 million diabetic patients in India. A new study from Australia claims to have found a mechanism to reverse the pain caused by diabetic neuropathy, which is peripheral nerve damage caused by fluctuating blood sugars."
Eating half-cooked chicken can lead to paralysis: Study,http://timesofindia.indiatimes.com/home/science/Eating-half-cooked-chicken-can-lead-to-paralysis-Study/articleshow/55934197.cms,"WASHINGTON: A common bacterium found in improperly cooked chicken can cause Guillain-Barre Syndrome - the leading cause of acute neuromuscular paralysis in humans, researchers have found for the first time."
"Processed foods, alcohol may trigger migraine attacks: Study",http://timesofindia.indiatimes.com/home/science/Processed-foods-alcohol-may-trigger-migraine-attacks-Study/articleshow/55183955.cms,"WASHINGTON: Skipping the morning cup of coffee, consuming processed foods or drinking too much alcohol may trigger headaches for people battling migraines, according to scientists including one of Indian origin who also found that low-fat diets can help better manage the condition."
100-year-old Antarctic logbooks show no change in sea ice cover,http://timesofindia.indiatimes.com/home/science/100-year-old-Antarctic-logbooks-show-no-change-in-sea-ice-cover/articleshow/55600971.cms,"LONDON: Ice observations recorded by Antarctic explorers about 100 years ago show that the sea ice at the South Pole has barely changed in size over the last century, scientists say."
Ooty telescope detects massive cosmic ray attack that cracked Earth's magnetic shield,http://timesofindia.indiatimes.com/home/science/Ooty-telescope-detects-massive-cosmic-ray-attack-that-cracked-Earths-magnetic-shield/articleshow/55221962.cms,"NEW DELHI: A team of Indian and Japanese scientists using the GRAPES-3 telescope at Ooty, Tamil Nadu, found how a giant cloud of superhot gases and radiation ejected from the Sun battered Earth's magnetic shield and even cracked it for some time allowing deadly cosmic rays to get in. This event compressed the Earth's magnetic shield from 11 to 4 times the radius of Earth. It triggered a severe geomagnetic storm that generated aurora borealis, and radio signal blackouts in many high latitude countries."
Novel tool to may lead to Zika vaccines,http://timesofindia.indiatimes.com/home/science/Novel-tool-to-may-lead-to-Zika-vaccines/articleshow/55511289.cms,"HOUSTON: Scientists have developed a way to replicate the Zika virus, stripping it of the genes that make the virus infectious, an advance that may lower the safety risk involved in working with it and pave the way for vaccine development."
"Mars surface too dry to be habitable, say scientists",http://timesofindia.indiatimes.com/home/science/Mars-surface-too-dry-to-be-habitable-say-scientists/articleshow/55384688.cms,"LONDON: Mars is a primary target in the search for life outside Earth, and liquid water is the most important pre-requisite for life. But a team of international researchers has found that Mars is incredibly dry, and has been that way for millions of years."
Best weather satellite ever built rockets into space,http://timesofindia.indiatimes.com/home/science/Best-weather-satellite-ever-built-rockets-into-space/articleshow/55522891.cms,"CAPE CANAVERAL, FLORIDA: The most advanced weather satellite ever built rocketed into space on Saturday night, part of an $11 billion effort to revolutionize forecasting and save lives."
Arctic Sea ice losing its bulwark against warming atmosphere,http://timesofindia.indiatimes.com/home/science/Arctic-Sea-ice-losing-its-bulwark-against-warming-atmosphere/articleshow/55129546.cms,"WASHINGTON: As the extent of Arctic Sea ice, the vast sheath of frozen seawater floating on the Arctic Ocean and its neighboring seas, shrinks, its oldest and thickest ice has either thinned or melted away, leaving the sea ice cap more vulnerable to the warming ocean and atmosphere, a Nasa study says."
Scientists turn pollution back into green fuel,http://timesofindia.indiatimes.com/home/science/Scientists-turn-pollution-back-into-green-fuel/articleshow/55146719.cms,"Scientists have accidentally discovered a way to reverse the combustion process, turning carbon dioxide (CO2) back into a fuel."
Two US astronauts cast vote from space,http://timesofindia.indiatimes.com/home/science/Two-US-astronauts-cast-vote-from-space/articleshow/55306067.cms,"WASHINGTON: As US gets ready for a nail-biting election on Tuesday, two American astronauts orbiting the Earth at 17,000 miles per hour have already cast their votes from space."
Nasa space telescopes reveal a brown dwarf,http://timesofindia.indiatimes.com/home/science/Nasa-space-telescopes-reveal-a-brown-dwarf/articleshow/55366689.cms,"WASHINGTON: In a first-of-its-kind collaboration, Nasa's Spitzer and Swift space telescopes joined forces to reveal a brown dwarf - thought to be the missing link between planets and stars, with masses up to 80 times that of our solar system's most massive planet, Jupiter."
MRI can detect bone marrow cancer: Study,http://timesofindia.indiatimes.com/home/science/MRI-can-detect-bone-marrow-cancer-Study/articleshow/55438581.cms,"BOSTON: Bone marrow cancer can be identified effectively using Magnetic Resonance Imaging (MRI), according to a new study which may change the way the disease is diagnosed."
NASA's Cassini set to fly closest ever to Saturn's rings,http://timesofindia.indiatimes.com/home/science/NASAs-Cassini-set-to-fly-closest-ever-to-Saturns-rings/articleshow/55577254.cms,"WASHINGTON: NASA's Cassini spacecraft is set to begin a thrilling ride around Saturn, grazing past its outer rings to provide the closest-ever insight into the planet's features."
Indian scientists detect crack in Earth's magnetic shield,http://timesofindia.indiatimes.com/home/science/Indian-scientists-detect-crack-in-Earths-magnetic-shield/articleshow/55227869.cms,"The world's largest and most sensitive cosmic ray monitor, located in India, has recorded a burst of galactic cosmic rays that indicates a crack in the Earth's magnetic shield, according to scientists."
New safer gene therapy may reduce cancer risk: Study,http://timesofindia.indiatimes.com/home/science/New-safer-gene-therapy-may-reduce-cancer-risk-Study/articleshow/55276978.cms,WASHINGTON: Scientists have developed a new safer gene therapy that may reduce the risk of cancer and can be used for many blood diseases.
New NASA tech to help aircraft land on time,http://timesofindia.indiatimes.com/home/science/New-NASA-tech-to-help-aircraft-land-on-time/articleshow/55180809.cms,"WASHINGTON: NASA has said it is working with its partners on a new air traffic control (ATC) technology that promises to safely increase the number of airplanes that can land on the same runway at busy airports by more precisely managing the time, or interval, between each aircraft's arrival."
Brightest 'supermoon' in 70 years on Monday,http://timesofindia.indiatimes.com/home/science/Dont-miss-your-date-with-supermoon-on-Monday/articleshow/55388788.cms,NEW YORK: Spotting a full moon always reminds us of our loved ones and on Monday you should prepare yourself for the largest and brightest moon in nearly 70 years.
New virtual reality system lets you 'feel' rain,http://timesofindia.indiatimes.com/home/science/New-virtual-reality-system-lets-you-feel-rain/articleshow/55262214.cms,"WASHINGTON: Disney Research has developed a 360-degree virtual reality application using a unique chair to provide full body sensations that enables users to add customisable ""feel effects"" such as falling rain or a beating heart."
China tests controversial gene-editing tactic to fight cancer,http://timesofindia.indiatimes.com/home/science/China-tests-controversial-gene-editing-tactic-to-fight-cancer/articleshow/55477771.cms,"BEIJING: In a global first, scientists in China have injected a human with cells genetically modified to fight cancer using a controversial gene-editing test."
Antibody that 'neutralises' Zika virus identified,http://timesofindia.indiatimes.com/home/science/Antibody-that-neutralises-Zika-virus-identified/articleshow/55309902.cms,"WASHINGTON: Scientists, including one of Indian origin, have identified a human antibody that may reduce Zika infection, paving way for a vaccine against the virus which is believed to cause serious birth defects in babies."
NASA's new wing design to improve aircraft efficiency,http://timesofindia.indiatimes.com/home/science/NASAs-new-wing-design-to-improve-aircraft-efficiency/articleshow/55248610.cms,WASHINGTON: NASA and MIT researchers have designed a new ultra-light bendable 'morphing wing' that could greatly simplify the manufacturing process and reduce fuel consumption by improving aerodynamics.
Novel drug may allow dogs to live longer,http://timesofindia.indiatimes.com/home/science/Novel-drug-may-allow-dogs-to-live-longer/articleshow/55152143.cms,"LONDON: In a good news for dog lovers, scientists have identified a drug that may allow your canine friends to live significantly longer by delaying the onset of heart failure by an average of 15 months."
"People crave for Wi-Fi more than sex, alcohol: Study",http://timesofindia.indiatimes.com/home/science/People-crave-for-Wi-Fi-more-than-sex-alcohol-Study/articleshow/55533820.cms,"LONDON: Wi-Fi has been identified as the most important daily need with 4 out of 10 persons giving it more importance than other human luxuries and necessities like sex, chocolate and alcohol, a new study has claimed."
DRDO scientists develop surveillance UAV for armed forces,http://timesofindia.indiatimes.com/home/science/DRDO-scientists-develop-surveillance-UAV-for-armed-forces/articleshow/55460877.cms,"HYDERABAD: Heralding a new era in the indigenous development of Unmanned Aerial Vehicle (UAV), DRDO on Wednesday successfully carried out the maiden flight of TAPAS 201 (RUSTOM - II), a Medium Altitude Long Endurance (MALE) UAV."
Cipla UK divests stake in Chase to Allergan,http://timesofindia.indiatimes.com/home/science/Cipla-UK-divests-stake-in-Chase-to-Allergan/articleshow/55583292.cms,"MUMBAI: Cipla announced that its UK arm has divested a minority stake in Chase Pharmaceuticals, a Delaware-based corporation to Allergan. Cipla UK's 16.7% stake in Chase has been acquired by a subsidiary of Allergan, a company statement said."
'Impossible' space engine may actually work: NASA,http://timesofindia.indiatimes.com/home/science/Impossible-space-engine-may-actually-work-NASA/articleshow/55398649.cms,"HOUSTON: A controversial and puzzling engine design that could potentially make space travel much cheaper and faster may actually work, a new NASA study suggests."
"US, Russian, Japanese astronauts return from International Space Station",http://timesofindia.indiatimes.com/home/science/US-Russian-Japanese-astronauts-return-from-International-Space-Station/articleshow/55138014.cms,"ASTANA: Three astronauts landed safely in Kazakhstan Sunday following a 115-day mission aboard the the International Space Station, including US astronaut Kate Rubins, the first person to sequence DNA in space."
'Vaccine against HIV infection closer to reality',http://timesofindia.indiatimes.com/home/science/Vaccine-against-HIV-infection-closer-to-reality/articleshow/55538927.cms,"MELBOURNE: In a significant progress towards the development of a vaccine against HIV, scientists have developed a new approach to help the immune system actively fight the virus in the body."
Tuning the brain with light or sound waves reduces pain,http://timesofindia.indiatimes.com/home/science/Tuning-the-brain-with-light-or-sound-waves-reduces-pain/articleshow/55221949.cms,"NEW DELHI: Stimulating the brain with certain kinds of light and sound can alleviate pain, new research at the University of Manchester has revealed. Scientists used light flashes and sound of a particular frequency on volunteers suffering from heat induced pain. The feeling of pain was reported to have gone down."
Scientists discover roundest object in the Universe,http://timesofindia.indiatimes.com/home/science/Scientists-discover-roundest-object-in-the-Universe/articleshow/55479534.cms,"NEW DELHI: Scientists from Germany have discovered the roundest known object in the Universe - a hot bright star, some 5000 light years away from Earth."
New superparamagnetic crystals to manage future drug delivery,http://timesofindia.indiatimes.com/home/science/New-superparamagnetic-crystals-to-manage-future-drug-delivery/articleshow/55437534.cms,"BEIJING: Researchers have developed new superparamagnetic crystals that could zip down drugs around your body, revolutionising drug delivery to tumours and other sites in the body that need to be targeted precisely."
China launches pulsar navigation satellite,http://timesofindia.indiatimes.com/home/science/China-launches-pulsar-navigation-satellite/articleshow/55347062.cms,BEIJING: China on Thursday launched a navigation satellite which will conduct in-orbit experiments using pulsar detectors to demonstrate new technologies.
NASA satellites break Guinness World Record,http://timesofindia.indiatimes.com/home/science/NASA-satellites-break-Guinness-World-Record/articleshow/55260137.cms,"WASHINGTON: NASA's Magnetospheric Multiscale mission (MMS) has set the Guinness World Record for highest altitude fix of a GPS signal, at 70,000 kilometres above the surface of the Earth."
Scientists working on solution to deal with Drones Threats,http://timesofindia.indiatimes.com/home/science/Scientists-working-on-solution-to-deal-with-Drones-Threats/articleshow/55357740.cms,"BENGALURU: The threat perception is real. Late in 2015, the Intelligence Bureau (IB) had issued alerts of drone attacks in Delhi. Last month, Mumbai airport was put on high alert after a pilot spotted an unmanned aerial vehicle (UAV), popularly called drone."
Does baby powder cause cancer? Another jury says yes,http://timesofindia.indiatimes.com/home/science/Does-baby-powder-cause-cancer-Another-jury-says-yes/articleshow/55142337.cms,"TRENTON, N.J: For the third time, Johnson & Johnson has been hit with a multimillion-dollar jury verdict over whether the talc in its iconic baby powder causes ovarian cancer when applied regularly for feminine hygiene."
Nasa's most powerful space telescope completed,http://timesofindia.indiatimes.com/home/science/Nasas-most-powerful-space-telescope-completed/articleshow/55221412.cms,"WASHINGTON: Nasa has successfully completed building its largest space telescope, which will be 100 times more powerful than the Hubble probe and may find the first galaxies that formed in the early universe."
India hosts World Robot Olympiad for the first time,http://timesofindia.indiatimes.com/home/science/India-hosts-World-Robot-Olympiad-for-the-first-time/articleshow/55627074.cms,"NEW DELHI: The 13th edition of the World Robot Olympiad, which is being held in India for the first time, aims to find innovative solutions using robotics technology to reduce, manage and recycle waste."
India becomes associate member of CERN,http://timesofindia.indiatimes.com/home/science/India-becomes-associate-member-of-CERN/articleshow/55546378.cms,"MUMBAI: India on Monday became an associate member of the European Organisation for Nuclear Research (CERN), the world's largest nuclear and particle physics labaratory."
"Novel way to develop better, faster, stronger heart cells",http://timesofindia.indiatimes.com/home/science/Novel-way-to-develop-better-faster-stronger-heart-cells/articleshow/55372547.cms,"NEW YORK: In a major breakthrough, a team of researchers, including one of Indian origin, has identified two chemicals that can help develop heart cells that can beat harder, faster and stronger, bringing technology one step closer to regenerating damaged hearts."
New technique may boost success of infertility treatment,http://timesofindia.indiatimes.com/home/science/New-technique-may-boost-success-of-infertility-treatment/articleshow/55400423.cms,"WASHINGTON: Scientists have discovered a way to regenerate human eggs using the mother's genetic material that normally goes waste, a breakthrough that may help women of advanced maternal age struggling with infertility treatments."
